period,respondent,respondent-name,fueltype,type-name,value,value-units
2022-10-24T05,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-24T06,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-24T07,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-24T08,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-24T09,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-24T10,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-24T11,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-24T12,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-24T13,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-24T14,EPE,El Paso Electric Company,SUN,Solar,1,megawatthours
2022-10-24T15,EPE,El Paso Electric Company,SUN,Solar,5,megawatthours
2022-10-24T16,EPE,El Paso Electric Company,SUN,Solar,40,megawatthours
2022-10-24T17,EPE,El Paso Electric Company,SUN,Solar,56,megawatthours
2022-10-24T18,EPE,El Paso Electric Company,SUN,Solar,64,megawatthours
2022-10-24T19,EPE,El Paso Electric Company,SUN,Solar,87,megawatthours
2022-10-24T20,EPE,El Paso Electric Company,SUN,Solar,87,megawatthours
2022-10-24T21,EPE,El Paso Electric Company,SUN,Solar,84,megawatthours
2022-10-24T22,EPE,El Paso Electric Company,SUN,Solar,90,megawatthours
2022-10-24T23,EPE,El Paso Electric Company,SUN,Solar,86,megawatthours
2022-10-25T00,EPE,El Paso Electric Company,SUN,Solar,47,megawatthours
2022-10-25T01,EPE,El Paso Electric Company,SUN,Solar,3,megawatthours
2022-10-25T02,EPE,El Paso Electric Company,SUN,Solar,1,megawatthours
2022-10-25T03,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-25T04,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-25T05,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-25T06,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-25T07,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-25T08,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-25T09,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-25T10,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-25T11,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-25T12,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-25T13,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-25T14,EPE,El Paso Electric Company,SUN,Solar,7,megawatthours
2022-10-25T15,EPE,El Paso Electric Company,SUN,Solar,62,megawatthours
2022-10-25T16,EPE,El Paso Electric Company,SUN,Solar,90,megawatthours
2022-10-25T17,EPE,El Paso Electric Company,SUN,Solar,93,megawatthours
2022-10-25T18,EPE,El Paso Electric Company,SUN,Solar,93,megawatthours
2022-10-25T19,EPE,El Paso Electric Company,SUN,Solar,92,megawatthours
2022-10-25T20,EPE,El Paso Electric Company,SUN,Solar,91,megawatthours
2022-10-25T21,EPE,El Paso Electric Company,SUN,Solar,92,megawatthours
2022-10-25T22,EPE,El Paso Electric Company,SUN,Solar,93,megawatthours
2022-10-25T23,EPE,El Paso Electric Company,SUN,Solar,85,megawatthours
2022-10-26T00,EPE,El Paso Electric Company,SUN,Solar,45,megawatthours
2022-10-26T01,EPE,El Paso Electric Company,SUN,Solar,3,megawatthours
2022-10-26T02,EPE,El Paso Electric Company,SUN,Solar,1,megawatthours
2022-10-26T03,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-26T04,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-26T05,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-26T06,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-26T07,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-26T08,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-26T09,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-26T10,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-26T11,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-26T12,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-26T13,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-26T14,EPE,El Paso Electric Company,SUN,Solar,7,megawatthours
2022-10-26T15,EPE,El Paso Electric Company,SUN,Solar,58,megawatthours
2022-10-26T16,EPE,El Paso Electric Company,SUN,Solar,86,megawatthours
2022-10-26T17,EPE,El Paso Electric Company,SUN,Solar,90,megawatthours
2022-10-26T18,EPE,El Paso Electric Company,SUN,Solar,90,megawatthours
2022-10-26T19,EPE,El Paso Electric Company,SUN,Solar,90,megawatthours
2022-10-26T20,EPE,El Paso Electric Company,SUN,Solar,89,megawatthours
2022-10-26T21,EPE,El Paso Electric Company,SUN,Solar,89,megawatthours
2022-10-26T22,EPE,El Paso Electric Company,SUN,Solar,89,megawatthours
2022-10-26T23,EPE,El Paso Electric Company,SUN,Solar,82,megawatthours
2022-10-27T00,EPE,El Paso Electric Company,SUN,Solar,43,megawatthours
2022-10-27T01,EPE,El Paso Electric Company,SUN,Solar,2,megawatthours
2022-10-27T02,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-27T03,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-27T04,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-27T05,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-27T06,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-27T07,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-27T08,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-27T09,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-27T10,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-27T11,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-27T12,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-27T13,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-27T14,EPE,El Paso Electric Company,SUN,Solar,5,megawatthours
2022-10-27T15,EPE,El Paso Electric Company,SUN,Solar,54,megawatthours
2022-10-27T16,EPE,El Paso Electric Company,SUN,Solar,84,megawatthours
2022-10-27T17,EPE,El Paso Electric Company,SUN,Solar,91,megawatthours
2022-10-27T18,EPE,El Paso Electric Company,SUN,Solar,90,megawatthours
2022-10-27T19,EPE,El Paso Electric Company,SUN,Solar,89,megawatthours
2022-10-27T20,EPE,El Paso Electric Company,SUN,Solar,88,megawatthours
2022-10-27T21,EPE,El Paso Electric Company,SUN,Solar,86,megawatthours
2022-10-27T22,EPE,El Paso Electric Company,SUN,Solar,81,megawatthours
2022-10-27T23,EPE,El Paso Electric Company,SUN,Solar,62,megawatthours
2022-10-28T00,EPE,El Paso Electric Company,SUN,Solar,31,megawatthours
2022-10-28T01,EPE,El Paso Electric Company,SUN,Solar,2,megawatthours
2022-10-28T02,EPE,El Paso Electric Company,SUN,Solar,1,megawatthours
2022-10-28T03,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-28T04,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-28T05,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-28T06,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-28T07,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-28T08,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-28T09,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-28T10,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-28T11,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-28T12,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-28T13,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-28T14,EPE,El Paso Electric Company,SUN,Solar,5,megawatthours
2022-10-28T15,EPE,El Paso Electric Company,SUN,Solar,57,megawatthours
2022-10-28T16,EPE,El Paso Electric Company,SUN,Solar,88,megawatthours
2022-10-28T17,EPE,El Paso Electric Company,SUN,Solar,93,megawatthours
2022-10-28T18,EPE,El Paso Electric Company,SUN,Solar,92,megawatthours
2022-10-28T19,EPE,El Paso Electric Company,SUN,Solar,89,megawatthours
2022-10-28T20,EPE,El Paso Electric Company,SUN,Solar,89,megawatthours
2022-10-28T21,EPE,El Paso Electric Company,SUN,Solar,91,megawatthours
2022-10-28T22,EPE,El Paso Electric Company,SUN,Solar,90,megawatthours
2022-10-28T23,EPE,El Paso Electric Company,SUN,Solar,83,megawatthours
2022-10-29T00,EPE,El Paso Electric Company,SUN,Solar,41,megawatthours
2022-10-29T01,EPE,El Paso Electric Company,SUN,Solar,2,megawatthours
2022-10-29T02,EPE,El Paso Electric Company,SUN,Solar,1,megawatthours
2022-10-29T03,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-29T04,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-29T05,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-29T06,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-29T07,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-29T08,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-29T09,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-29T10,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-29T11,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-29T12,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-29T13,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-29T14,EPE,El Paso Electric Company,SUN,Solar,5,megawatthours
2022-10-29T15,EPE,El Paso Electric Company,SUN,Solar,55,megawatthours
2022-10-29T16,EPE,El Paso Electric Company,SUN,Solar,85,megawatthours
2022-10-29T17,EPE,El Paso Electric Company,SUN,Solar,89,megawatthours
2022-10-29T18,EPE,El Paso Electric Company,SUN,Solar,89,megawatthours
2022-10-29T19,EPE,El Paso Electric Company,SUN,Solar,89,megawatthours
2022-10-29T20,EPE,El Paso Electric Company,SUN,Solar,89,megawatthours
2022-10-29T21,EPE,El Paso Electric Company,SUN,Solar,91,megawatthours
2022-10-29T22,EPE,El Paso Electric Company,SUN,Solar,90,megawatthours
2022-10-29T23,EPE,El Paso Electric Company,SUN,Solar,82,megawatthours
2022-10-30T00,EPE,El Paso Electric Company,SUN,Solar,40,megawatthours
2022-10-30T01,EPE,El Paso Electric Company,SUN,Solar,2,megawatthours
2022-10-30T02,EPE,El Paso Electric Company,SUN,Solar,1,megawatthours
2022-10-30T03,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-30T04,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-30T05,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-30T06,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-30T07,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2022-10-16T00,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,1358,megawatthours
2022-10-16T01,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,72,megawatthours
2022-10-16T02,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,12,megawatthours
2022-10-16T03,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-16T04,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-16T05,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-16T06,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-16T07,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-16T08,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-16T09,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-16T10,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-16T11,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-16T12,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-16T13,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,30,megawatthours
2022-10-16T14,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,914,megawatthours
2022-10-16T15,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,2364,megawatthours
2022-10-16T16,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,2921,megawatthours
2022-10-16T17,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,3241,megawatthours
2022-10-16T18,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,3842,megawatthours
2022-10-16T19,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,4050,megawatthours
2022-10-16T20,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,3644,megawatthours
2022-10-16T21,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,3349,megawatthours
2022-10-16T22,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,2320,megawatthours
2022-10-16T23,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,1306,megawatthours
2022-10-17T00,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,372,megawatthours
2022-10-17T01,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,158,megawatthours
2022-10-17T02,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,74,megawatthours
2022-10-17T03,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-17T04,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-17T05,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-17T06,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-17T07,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-17T08,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-17T09,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-17T10,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-17T11,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-17T12,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-17T13,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,17,megawatthours
2022-10-17T14,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,658,megawatthours
2022-10-17T15,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,1690,megawatthours
2022-10-17T16,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,2658,megawatthours
2022-10-17T17,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,3234,megawatthours
2022-10-17T18,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,3793,megawatthours
2022-10-17T19,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,4142,megawatthours
2022-10-17T20,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,4150,megawatthours
2022-10-17T21,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,4364,megawatthours
2022-10-17T22,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,4086,megawatthours
2022-10-17T23,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,2952,megawatthours
2022-10-18T00,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,595,megawatthours
2022-10-18T01,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,1,megawatthours
2022-10-18T02,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-18T03,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-18T04,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-18T05,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-18T06,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-18T07,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-18T08,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-18T09,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-18T10,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-18T11,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-18T12,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-18T13,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,40,megawatthours
2022-10-18T14,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,1245,megawatthours
2022-10-18T15,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,3146,megawatthours
2022-10-18T16,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,4128,megawatthours
2022-10-18T17,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,5549,megawatthours
2022-10-18T18,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,6773,megawatthours
2022-10-18T19,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,7419,megawatthours
2022-10-18T20,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,7431,megawatthours
2022-10-18T21,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,7126,megawatthours
2022-10-18T22,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,6853,megawatthours
2022-10-18T23,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,5098,megawatthours
2022-10-19T00,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,1387,megawatthours
2022-10-19T01,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,55,megawatthours
2022-10-19T02,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,36,megawatthours
2022-10-19T03,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-19T04,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-19T05,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-19T06,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-19T07,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-19T08,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-19T09,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-19T10,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-19T11,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-19T12,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-19T13,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,65,megawatthours
2022-10-19T14,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,2659,megawatthours
2022-10-19T15,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,7966,megawatthours
2022-10-19T16,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9561,megawatthours
2022-10-19T17,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9664,megawatthours
2022-10-19T18,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9533,megawatthours
2022-10-19T19,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9482,megawatthours
2022-10-19T20,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9585,megawatthours
2022-10-19T21,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9784,megawatthours
2022-10-19T22,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9623,megawatthours
2022-10-19T23,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,7556,megawatthours
2022-10-20T00,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,2049,megawatthours
2022-10-20T01,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,11,megawatthours
2022-10-20T02,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-20T03,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-20T04,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-20T05,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-20T06,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-20T07,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-20T08,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-20T09,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-20T10,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-20T11,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-20T12,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-20T13,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,49,megawatthours
2022-10-20T14,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,2789,megawatthours
2022-10-20T15,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,8402,megawatthours
2022-10-20T16,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9807,megawatthours
2022-10-20T17,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9807,megawatthours
2022-10-20T18,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9611,megawatthours
2022-10-20T19,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9501,megawatthours
2022-10-20T20,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9554,megawatthours
2022-10-20T21,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9666,megawatthours
2022-10-20T22,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9473,megawatthours
2022-10-20T23,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,7434,megawatthours
2022-10-21T00,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,2071,megawatthours
2022-10-21T01,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,159,megawatthours
2022-10-21T02,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-21T03,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-21T04,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-21T05,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-21T06,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-21T07,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-21T08,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-21T09,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-21T10,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-21T11,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,1,megawatthours
2022-10-21T12,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-21T13,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,49,megawatthours
2022-10-21T14,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,2801,megawatthours
2022-10-21T15,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,8507,megawatthours
2022-10-21T16,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9755,megawatthours
2022-10-21T17,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9643,megawatthours
2022-10-21T18,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9275,megawatthours
2022-10-21T19,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,9220,megawatthours
2022-10-21T20,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,8094,megawatthours
2022-10-21T21,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,6674,megawatthours
2022-10-21T22,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,6769,megawatthours
2022-10-21T23,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,4839,megawatthours
2022-10-22T00,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,1577,megawatthours
2022-10-22T01,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,6,megawatthours
2022-10-22T02,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-22T03,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-22T04,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-22T05,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-22T06,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-22T07,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-22T08,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-22T09,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-22T10,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-22T11,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-22T12,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,0,megawatthours
2022-10-22T13,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,40,megawatthours
2022-10-22T14,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,1946,megawatthours
2022-10-22T15,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,5658,megawatthours
2022-10-22T16,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,7428,megawatthours
2022-10-22T17,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,7804,megawatthours
2022-10-22T18,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,8138,megawatthours
