period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,generation,gross-generation,generation-units,gross-generation-units
2017-12-01,58612,Otoe Solar Power Generation Station 1 LL,SUN,Solar,CA,California,ALL,182.44,182.44,megawatthours,megawatthours
2017-12-01,58612,Otoe Solar Power Generation Station 1 LL,SUN,Solar,CA,California,PV,182.44,182.44,megawatthours,megawatthours
2017-12-01,58615,Indianapolis Motor Speedway Solar PV,SUN,Solar,IN,Indiana,ALL,600.16,603.48,megawatthours,megawatthours
2017-12-01,58615,Indianapolis Motor Speedway Solar PV,SUN,Solar,IN,Indiana,PV,600.16,603.48,megawatthours,megawatthours
2017-12-01,58616,Westlands Solar PV Farm,SUN,Solar,CA,California,ALL,2242.13,2249.79,megawatthours,megawatthours
2017-12-01,58616,Westlands Solar PV Farm,SUN,Solar,CA,California,PV,2242.13,2249.79,megawatthours,megawatthours
2017-12-01,58711,Lost Hills/Blackwell,SUN,Solar,CA,California,ALL,4611.2,4611.2,megawatthours,megawatthours
2017-12-01,58711,Lost Hills/Blackwell,SUN,Solar,CA,California,PV,4611.2,4611.2,megawatthours,megawatthours
2017-12-01,58713,North Star Solar,SUN,Solar,CA,California,ALL,8138.56,8138.56,megawatthours,megawatthours
2017-12-01,58713,North Star Solar,SUN,Solar,CA,California,PV,8138.56,8138.56,megawatthours,megawatthours
2017-12-01,58716,"OCI Alamo 2, LLC",SUN,Solar,TX,Texas,ALL,452.31,454.83,megawatthours,megawatthours
2017-12-01,58716,"OCI Alamo 2, LLC",SUN,Solar,TX,Texas,PV,452.31,454.83,megawatthours,megawatthours
2017-12-01,58717,"OCI Alamo 4, LLC",SUN,Solar,TX,Texas,ALL,3964.87,3964.87,megawatthours,megawatthours
2017-11-01,58483,Tinton Falls Solar Farm,SUN,Solar,NJ,New Jersey,ALL,1583.61,1599.6,megawatthours,megawatthours
2017-11-01,58483,Tinton Falls Solar Farm,SUN,Solar,NJ,New Jersey,PV,1583.61,1599.6,megawatthours,megawatthours
2017-12-01,58822,Millville City Sewer Auth WTP,SUN,Solar,NJ,New Jersey,ALL,80.08,81.71,megawatthours,megawatthours
2017-12-01,58822,Millville City Sewer Auth WTP,SUN,Solar,NJ,New Jersey,PV,80.08,81.71,megawatthours,megawatthours
2017-12-01,58824,Sheldon Solar,SUN,Solar,VT,Vermont,ALL,89.15,89.15,megawatthours,megawatthours
2017-12-01,58824,Sheldon Solar,SUN,Solar,VT,Vermont,PV,89.15,89.15,megawatthours,megawatthours
2017-11-01,58519,Alethea I,SUN,Solar,NJ,New Jersey,PV,226.43,228.78,megawatthours,megawatthours
2017-11-01,58520,Otero Solar,SUN,Solar,NM,New Mexico,ALL,1034.9,1036.34,megawatthours,megawatthours
2017-11-01,58520,Otero Solar,SUN,Solar,NM,New Mexico,PV,1034.9,1036.34,megawatthours,megawatthours
2017-11-01,58521,Manzano Solar,SUN,Solar,NM,New Mexico,ALL,1046.58,1050.85,megawatthours,megawatthours
2017-11-01,58521,Manzano Solar,SUN,Solar,NM,New Mexico,PV,1046.58,1050.85,megawatthours,megawatthours
2017-12-01,58927,Story City Wind Project,WND,Wind,IA,Iowa,ALL,546.21,546.21,megawatthours,megawatthours
2017-12-01,58927,Story City Wind Project,WND,Wind,IA,Iowa,WT,546.21,546.21,megawatthours,megawatthours
2017-12-01,58932,Traer Wind Project,WND,Wind,IA,Iowa,ALL,620.78,620.78,megawatthours,megawatthours
2017-12-01,58932,Traer Wind Project,WND,Wind,IA,Iowa,WT,620.78,620.78,megawatthours,megawatthours
2017-12-01,58934,"Integrys MA Solar, LLC - Ashburnham Site",SUN,Solar,MA,Massachusetts,ALL,151.82,153.06,megawatthours,megawatthours
2017-12-01,58934,"Integrys MA Solar, LLC - Ashburnham Site",SUN,Solar,MA,Massachusetts,PV,151.82,153.06,megawatthours,megawatthours
2017-12-01,58935,Open View Solar Farm,SUN,Solar,VT,Vermont,ALL,108.79,108.79,megawatthours,megawatthours
2017-12-01,57912,Grand Ridge Solar Farm,SUN,Solar,IL,Illinois,ALL,1699.0,1699.0,megawatthours,megawatthours
2017-12-01,57912,Grand Ridge Solar Farm,SUN,Solar,IL,Illinois,PV,1699.0,1699.0,megawatthours,megawatthours
2017-12-01,57913,Tule Wind LLC,WND,Wind,CA,California,ALL,6984.0,6984.0,megawatthours,megawatthours
2017-12-01,57913,Tule Wind LLC,WND,Wind,CA,California,WT,6984.0,6984.0,megawatthours,megawatthours
2017-12-01,58618,Butler Plaza,SUN,Solar,FL,Florida,ALL,116.65,116.65,megawatthours,megawatthours
2017-12-01,58618,Butler Plaza,SUN,Solar,FL,Florida,PV,116.65,116.65,megawatthours,megawatthours
2017-12-01,58620,Canton Mountain Wind,WND,Wind,ME,Maine,ALL,5332.27,5332.27,megawatthours,megawatthours
2017-12-01,58620,Canton Mountain Wind,WND,Wind,ME,Maine,WT,5332.27,5332.27,megawatthours,megawatthours
2017-12-01,58621,Sol Orchard El Centro PV,SUN,Solar,CA,California,ALL,2540.11,2540.11,megawatthours,megawatthours
2017-12-01,58621,Sol Orchard El Centro PV,SUN,Solar,CA,California,PV,2540.11,2540.11,megawatthours,megawatthours
2017-12-01,58717,"OCI Alamo 4, LLC",SUN,Solar,TX,Texas,PV,3964.87,3964.87,megawatthours,megawatthours
2017-12-01,58718,Orion Solar I,SUN,Solar,CA,California,ALL,1457.36,1457.36,megawatthours,megawatthours
2017-12-01,58718,Orion Solar I,SUN,Solar,CA,California,PV,1457.36,1457.36,megawatthours,megawatthours
2017-12-01,58719,Brookfield,WND,Wind,MI,Michigan,ALL,18015.36,18284.88,megawatthours,megawatthours
2017-12-01,58719,Brookfield,WND,Wind,MI,Michigan,WT,18015.36,18284.88,megawatthours,megawatthours
2017-12-01,58720,Pattern Panhandle Wind 2 LLC,WND,Wind,TX,Texas,ALL,58970.36,59474.97,megawatthours,megawatthours
2017-12-01,58720,Pattern Panhandle Wind 2 LLC,WND,Wind,TX,Texas,WT,58970.36,59474.97,megawatthours,megawatthours
2017-12-01,58828,Apple One,SUN,Solar,NC,North Carolina,ALL,546.85,549.01,megawatthours,megawatthours
2017-12-01,58828,Apple One,SUN,Solar,NC,North Carolina,PV,546.85,549.01,megawatthours,megawatthours
2017-12-01,58829,Sonne Two,SUN,Solar,NC,North Carolina,ALL,556.79,559.12,megawatthours,megawatthours
2017-12-01,58829,Sonne Two,SUN,Solar,NC,North Carolina,PV,556.79,559.12,megawatthours,megawatthours
2017-12-01,58830,Cross Winds Energy Park,WND,Wind,MI,Michigan,ALL,35571.43,35571.43,megawatthours,megawatthours
2017-12-01,58830,Cross Winds Energy Park,WND,Wind,MI,Michigan,WT,35571.43,35571.43,megawatthours,megawatthours
2017-12-01,58831,Redcrest Solar Farm,SUN,Solar,CA,California,ALL,2094.3,2109.85,megawatthours,megawatthours
2017-12-01,58831,Redcrest Solar Farm,SUN,Solar,CA,California,PV,2094.3,2109.85,megawatthours,megawatthours
2017-12-01,58832,Cogenra - TEP,SUN,Solar,AZ,Arizona,ALL,67.73,67.73,megawatthours,megawatthours
2017-12-01,58832,Cogenra - TEP,SUN,Solar,AZ,Arizona,PV,67.73,67.73,megawatthours,megawatthours
2017-11-01,58522,Madera Community Hospital,SUN,Solar,CA,California,ALL,115.77,115.77,megawatthours,megawatthours
2017-11-01,58522,Madera Community Hospital,SUN,Solar,CA,California,PV,115.77,115.77,megawatthours,megawatthours
2017-11-01,58524,Neuse River Solar Farm,SUN,Solar,NC,North Carolina,ALL,114.77,114.77,megawatthours,megawatthours
2017-12-01,58935,Open View Solar Farm,SUN,Solar,VT,Vermont,PV,108.79,108.79,megawatthours,megawatthours
2017-12-01,58936,Walpole Solar 2,SUN,Solar,MA,Massachusetts,ALL,132.22,132.36,megawatthours,megawatthours
2017-12-01,58936,Walpole Solar 2,SUN,Solar,MA,Massachusetts,PV,132.22,132.36,megawatthours,megawatthours
2017-12-01,58937,Gardner Solar 1,SUN,Solar,MA,Massachusetts,ALL,115.48,115.63,megawatthours,megawatthours
2017-12-01,58937,Gardner Solar 1,SUN,Solar,MA,Massachusetts,PV,115.48,115.63,megawatthours,megawatthours
2017-12-01,58938,Origin Wind,WND,Wind,OK,Oklahoma,ALL,52478.47,52478.47,megawatthours,megawatthours
2017-12-01,58938,Origin Wind,WND,Wind,OK,Oklahoma,WT,52478.47,52478.47,megawatthours,megawatthours
2017-12-01,58939,Anderson Wind I,WND,Wind,NM,New Mexico,ALL,1781.54,1797.76,megawatthours,megawatthours
2017-12-01,58939,Anderson Wind I,WND,Wind,NM,New Mexico,WT,1781.54,1797.76,megawatthours,megawatthours
2017-12-01,58940,Anderson Wind II,WND,Wind,NM,New Mexico,ALL,4243.37,4281.67,megawatthours,megawatthours
2017-12-01,58940,Anderson Wind II,WND,Wind,NM,New Mexico,WT,4243.37,4281.67,megawatthours,megawatthours
2017-11-01,60251,IMPA Huntingburg Solar Park,SUN,Solar,IN,Indiana,ALL,162.87,164.87,megawatthours,megawatthours
2017-11-01,60251,IMPA Huntingburg Solar Park,SUN,Solar,IN,Indiana,PV,162.87,164.87,megawatthours,megawatthours
2017-12-01,58623,Holstein Plant,SUN,Solar,NC,North Carolina,ALL,2167.68,2172.23,megawatthours,megawatthours
2017-12-01,58623,Holstein Plant,SUN,Solar,NC,North Carolina,PV,2167.68,2172.23,megawatthours,megawatthours
2017-12-01,58624,Berkshire 1,SUN,Solar,MA,Massachusetts,ALL,80.89,84.28,megawatthours,megawatthours
2017-12-01,58624,Berkshire 1,SUN,Solar,MA,Massachusetts,PV,80.89,84.28,megawatthours,megawatthours
2017-12-01,58625,Santa Rita Jail,SUN,Solar,CA,California,ALL,145.08,150.26,megawatthours,megawatthours
2017-12-01,58625,Santa Rita Jail,SUN,Solar,CA,California,PV,145.08,150.26,megawatthours,megawatthours
2017-12-01,58626,Western Antelope Blue Sky Ranch A,SUN,Solar,CA,California,ALL,2731.87,2749.74,megawatthours,megawatthours
2017-12-01,58626,Western Antelope Blue Sky Ranch A,SUN,Solar,CA,California,PV,2731.87,2749.74,megawatthours,megawatthours
2017-12-01,58627,Western Antelope Dry Ranch,SUN,Solar,CA,California,ALL,1406.12,1415.49,megawatthours,megawatthours
2017-12-01,58627,Western Antelope Dry Ranch,SUN,Solar,CA,California,PV,1406.12,1415.49,megawatthours,megawatthours
2017-12-01,58721,Orion Solar II,SUN,Solar,CA,California,ALL,894.92,894.92,megawatthours,megawatthours
2017-12-01,58721,Orion Solar II,SUN,Solar,CA,California,PV,894.92,894.92,megawatthours,megawatthours
2017-12-01,58722,Charlotte Solar,SUN,Solar,NC,North Carolina,ALL,538.41,539.46,megawatthours,megawatthours
2017-12-01,58722,Charlotte Solar,SUN,Solar,NC,North Carolina,PV,538.41,539.46,megawatthours,megawatthours
2017-12-01,58725,Elliana Solar,SUN,Solar,NC,North Carolina,ALL,531.36,534.19,megawatthours,megawatthours
2017-12-01,58725,Elliana Solar,SUN,Solar,NC,North Carolina,PV,531.36,534.19,megawatthours,megawatthours
2017-12-01,58726,Flash Solar,SUN,Solar,NC,North Carolina,ALL,484.88,485.88,megawatthours,megawatthours
2017-12-01,58726,Flash Solar,SUN,Solar,NC,North Carolina,PV,484.88,485.88,megawatthours,megawatthours
2017-12-01,58730,Amethyst Solar,SUN,Solar,NC,North Carolina,ALL,328.48,328.48,megawatthours,megawatthours
2017-12-01,58730,Amethyst Solar,SUN,Solar,NC,North Carolina,PV,328.48,328.48,megawatthours,megawatthours
2017-12-01,58731,Angel Solar,SUN,Solar,NC,North Carolina,ALL,513.09,515.75,megawatthours,megawatthours
2017-12-01,58731,Angel Solar,SUN,Solar,NC,North Carolina,PV,513.09,515.75,megawatthours,megawatthours
2017-12-01,58732,Audrey Solar,SUN,Solar,NC,North Carolina,ALL,283.06,283.06,megawatthours,megawatthours
2017-11-01,58485,Upson Rocky Creek Solar Plant,SUN,Solar,GA,Georgia,ALL,87.71,87.71,megawatthours,megawatthours
2017-11-01,58485,Upson Rocky Creek Solar Plant,SUN,Solar,GA,Georgia,PV,87.71,87.71,megawatthours,megawatthours
2017-11-01,58486,"Picture Rocks Solar, LLC",SUN,Solar,AZ,Arizona,ALL,2796.38,2824.65,megawatthours,megawatthours
2017-11-01,58486,"Picture Rocks Solar, LLC",SUN,Solar,AZ,Arizona,PV,2796.38,2824.65,megawatthours,megawatthours
2017-11-01,58487,Granville Solar PV Power Project,SUN,Solar,NC,North Carolina,ALL,309.68,309.68,megawatthours,megawatthours
2017-11-01,58487,Granville Solar PV Power Project,SUN,Solar,NC,North Carolina,PV,309.68,309.68,megawatthours,megawatthours
2017-11-01,58488,"Bryan Solar, LLC",SUN,Solar,TX,Texas,ALL,1484.55,1484.55,megawatthours,megawatthours
2017-12-01,58833,Red Horse 2,SUN,Solar,AZ,Arizona,ALL,7323.55,7545.22,megawatthours,megawatthours
2017-12-01,58833,Red Horse 2,WND,Wind,AZ,Arizona,ALL,6109.33,6379.9,megawatthours,megawatthours
2017-12-01,58833,Red Horse 2,SUN,Solar,AZ,Arizona,PV,7323.55,7545.22,megawatthours,megawatthours
2017-12-01,58833,Red Horse 2,WND,Wind,AZ,Arizona,WT,6109.33,6379.9,megawatthours,megawatthours
2017-12-01,58836,Lakeswind Power Partners,WND,Wind,MN,Minnesota,ALL,16454.91,16629.57,megawatthours,megawatthours
2017-11-01,58524,Neuse River Solar Farm,SUN,Solar,NC,North Carolina,PV,114.77,114.77,megawatthours,megawatthours
2017-11-01,58525,City of Hayward WWTP,SUN,Solar,CA,California,ALL,114.09,119.52,megawatthours,megawatthours
2017-12-01,58942,Rockville Solar I LLC,SUN,Solar,IN,Indiana,ALL,168.83,168.83,megawatthours,megawatthours
2017-12-01,58942,Rockville Solar I LLC,SUN,Solar,IN,Indiana,PV,168.83,168.83,megawatthours,megawatthours
2017-12-01,58943,Halifax,SUN,Solar,NC,North Carolina,ALL,948.67,948.67,megawatthours,megawatthours
2017-12-01,58943,Halifax,SUN,Solar,NC,North Carolina,PV,948.67,948.67,megawatthours,megawatthours
2017-12-01,58628,Simon Solar Farm LLC,SUN,Solar,GA,Georgia,ALL,2456.29,2456.29,megawatthours,megawatthours
2017-12-01,58628,Simon Solar Farm LLC,SUN,Solar,GA,Georgia,PV,2456.29,2456.29,megawatthours,megawatthours
2017-12-01,58630,RP Wind,WND,Wind,OH,Ohio,ALL,765.39,785.0,megawatthours,megawatthours
2017-12-01,58630,RP Wind,WND,Wind,OH,Ohio,WT,765.39,785.0,megawatthours,megawatthours
2017-12-01,58631,Queen Anne's County,SUN,Solar,MD,Maryland,ALL,154.8,154.8,megawatthours,megawatthours
2017-12-01,58631,Queen Anne's County,SUN,Solar,MD,Maryland,PV,154.8,154.8,megawatthours,megawatthours
2017-12-01,58632,Actus Lend Lease DMAFB,SUN,Solar,AZ,Arizona,ALL,212.49,212.49,megawatthours,megawatthours
2017-12-01,58632,Actus Lend Lease DMAFB,SUN,Solar,AZ,Arizona,PV,212.49,212.49,megawatthours,megawatthours
2017-12-01,58633,Monterey Regional Water Pollution Contro,SUN,Solar,CA,California,ALL,71.92,71.92,megawatthours,megawatthours
2017-12-01,58633,Monterey Regional Water Pollution Contro,SUN,Solar,CA,California,PV,71.92,71.92,megawatthours,megawatthours
2017-12-01,58732,Audrey Solar,SUN,Solar,NC,North Carolina,PV,283.06,283.06,megawatthours,megawatthours
2017-12-01,58735,Buddy Solar,SUN,Solar,NC,North Carolina,ALL,366.4,367.12,megawatthours,megawatthours
2017-12-01,58735,Buddy Solar,SUN,Solar,NC,North Carolina,PV,366.4,367.12,megawatthours,megawatthours
2017-12-01,58739,Milo Solar,SUN,Solar,NC,North Carolina,ALL,329.86,329.86,megawatthours,megawatthours
2017-12-01,58739,Milo Solar,SUN,Solar,NC,North Carolina,PV,329.86,329.86,megawatthours,megawatthours
2017-12-01,58740,Minnie Solar,SUN,Solar,NC,North Carolina,ALL,322.31,322.31,megawatthours,megawatthours
2017-12-01,58740,Minnie Solar,SUN,Solar,NC,North Carolina,PV,322.31,322.31,megawatthours,megawatthours
2017-12-01,58741,Nick Solar,SUN,Solar,NC,North Carolina,ALL,512.2,512.2,megawatthours,megawatthours
2017-12-01,58741,Nick Solar,SUN,Solar,NC,North Carolina,PV,512.2,512.2,megawatthours,megawatthours
2017-12-01,58742,Owen Solar,SUN,Solar,NC,North Carolina,ALL,537.69,537.69,megawatthours,megawatthours
2017-12-01,58742,Owen Solar,SUN,Solar,NC,North Carolina,PV,537.69,537.69,megawatthours,megawatthours
2017-12-01,58745,Sophie Solar,SUN,Solar,NC,North Carolina,ALL,454.29,454.29,megawatthours,megawatthours
2017-12-01,58745,Sophie Solar,SUN,Solar,NC,North Carolina,PV,454.29,454.29,megawatthours,megawatthours
2017-11-01,58488,"Bryan Solar, LLC",SUN,Solar,TX,Texas,PV,1484.55,1484.55,megawatthours,megawatthours
2017-11-01,58489,Apex Solar PV Power Project,SUN,Solar,NV,Nevada,ALL,3082.9,3082.9,megawatthours,megawatthours
2017-11-01,58489,Apex Solar PV Power Project,SUN,Solar,NV,Nevada,PV,3082.9,3082.9,megawatthours,megawatthours
2017-11-01,58490,Spectrum Solar PV Power Project,SUN,Solar,NV,Nevada,ALL,4951.94,4951.94,megawatthours,megawatthours
2017-11-01,58490,Spectrum Solar PV Power Project,SUN,Solar,NV,Nevada,PV,4951.94,4951.94,megawatthours,megawatthours
2017-11-01,58491,"Sandy Cross Solar, LLC",SUN,Solar,NC,North Carolina,ALL,147.98,148.86,megawatthours,megawatthours
2017-11-01,58491,"Sandy Cross Solar, LLC",SUN,Solar,NC,North Carolina,PV,147.98,148.86,megawatthours,megawatthours
2017-12-01,58836,Lakeswind Power Partners,WND,Wind,MN,Minnesota,WT,16454.91,16629.57,megawatthours,megawatthours
2017-12-01,58838,Keechi Wind,WND,Wind,TX,Texas,ALL,32365.52,32405.6,megawatthours,megawatthours
2017-12-01,58838,Keechi Wind,WND,Wind,TX,Texas,WT,32365.52,32405.6,megawatthours,megawatthours
2017-12-01,58839,Sudbury Landfill,SUN,Solar,MA,Massachusetts,ALL,69.65,69.65,megawatthours,megawatthours
2017-12-01,58839,Sudbury Landfill,SUN,Solar,MA,Massachusetts,PV,69.65,69.65,megawatthours,megawatthours
2017-12-01,58840,"Kenansville Solar Farm, LLC",SUN,Solar,NC,North Carolina,ALL,429.03,430.86,megawatthours,megawatthours
2017-12-01,58840,"Kenansville Solar Farm, LLC",SUN,Solar,NC,North Carolina,PV,429.03,430.86,megawatthours,megawatthours
2017-12-01,58842,"Gato Montes Solar, LLC",SUN,Solar,AZ,Arizona,ALL,466.6,466.6,megawatthours,megawatthours
2017-12-01,58842,"Gato Montes Solar, LLC",SUN,Solar,AZ,Arizona,PV,466.6,466.6,megawatthours,megawatthours
2017-12-01,58843,"Bethel Price Solar, LLC",SUN,Solar,NC,North Carolina,ALL,373.73,373.73,megawatthours,megawatthours
2017-12-01,58843,"Bethel Price Solar, LLC",SUN,Solar,NC,North Carolina,PV,373.73,373.73,megawatthours,megawatthours
2017-11-01,58525,City of Hayward WWTP,SUN,Solar,CA,California,PV,114.09,119.52,megawatthours,megawatthours
2017-11-01,58527,Crown Cooling Facility,SUN,Solar,CA,California,ALL,66.23,108.44,megawatthours,megawatthours
2017-12-01,58634,Lancaster Baptist Church,SUN,Solar,CA,California,ALL,94.92,94.92,megawatthours,megawatthours
2017-12-01,58634,Lancaster Baptist Church,SUN,Solar,CA,California,PV,94.92,94.92,megawatthours,megawatthours
2017-12-01,58636,Sacramento Fairbain Water Treatment Plan,SUN,Solar,CA,California,ALL,67.57,67.57,megawatthours,megawatthours
2017-12-01,58636,Sacramento Fairbain Water Treatment Plan,SUN,Solar,CA,California,PV,67.57,67.57,megawatthours,megawatthours
2017-12-01,58746,Star Solar,SUN,Solar,NC,North Carolina,ALL,538.74,538.74,megawatthours,megawatthours
2017-12-01,58746,Star Solar,SUN,Solar,NC,North Carolina,PV,538.74,538.74,megawatthours,megawatthours
2017-12-01,58844,"Dogwood Solar, LLC",SUN,Solar,NC,North Carolina,ALL,2330.58,2330.58,megawatthours,megawatthours
2017-12-01,58844,"Dogwood Solar, LLC",SUN,Solar,NC,North Carolina,PV,2330.58,2330.58,megawatthours,megawatthours
2017-12-01,58845,Washington Airport Solar LLC,SUN,Solar,NC,North Carolina,ALL,535.58,535.58,megawatthours,megawatthours
2017-12-01,58845,Washington Airport Solar LLC,SUN,Solar,NC,North Carolina,PV,535.58,535.58,megawatthours,megawatthours
2017-12-01,58846,"Washington Millfield Solar, LLC",SUN,Solar,NC,North Carolina,ALL,552.51,557.34,megawatthours,megawatthours
2017-12-01,58846,"Washington Millfield Solar, LLC",SUN,Solar,NC,North Carolina,PV,552.51,557.34,megawatthours,megawatthours
2017-12-01,58847,"Windsor Cooper HIill Solar, LLC",SUN,Solar,NC,North Carolina,ALL,453.9,453.9,megawatthours,megawatthours
2017-12-01,58847,"Windsor Cooper HIill Solar, LLC",SUN,Solar,NC,North Carolina,PV,453.9,453.9,megawatthours,megawatthours
2017-12-01,58848,Warsaw Farm,SUN,Solar,NC,North Carolina,ALL,6439.62,6439.62,megawatthours,megawatthours
2017-12-01,58848,Warsaw Farm,SUN,Solar,NC,North Carolina,PV,6439.62,6439.62,megawatthours,megawatthours
2017-11-01,58527,Crown Cooling Facility,SUN,Solar,CA,California,PV,66.23,108.44,megawatthours,megawatthours
2017-11-01,58528,Garnet Solar Generation Station I LLC,SUN,Solar,CA,California,ALL,491.97,496.94,megawatthours,megawatthours
2017-11-01,58528,Garnet Solar Generation Station I LLC,SUN,Solar,CA,California,PV,491.97,496.94,megawatthours,megawatthours
2017-11-01,58529,Progress Manis I,SUN,Solar,NC,North Carolina,ALL,231.92,233.48,megawatthours,megawatthours
2017-11-01,58529,Progress Manis I,SUN,Solar,NC,North Carolina,PV,231.92,233.48,megawatthours,megawatthours
2017-12-01,58949,Cloverdale Solar I,SUN,Solar,CA,California,ALL,130.21,130.21,megawatthours,megawatthours
2017-12-01,58949,Cloverdale Solar I,SUN,Solar,CA,California,PV,130.21,130.21,megawatthours,megawatthours
2017-12-01,58951,Delilah Road Landfill,SUN,Solar,NJ,New Jersey,ALL,607.86,607.86,megawatthours,megawatthours
2017-12-01,58951,Delilah Road Landfill,SUN,Solar,NJ,New Jersey,PV,607.86,607.86,megawatthours,megawatthours
2017-12-01,58952,Dessie Solar Center LLC,SUN,Solar,NC,North Carolina,ALL,499.1,499.1,megawatthours,megawatthours
2017-12-01,58952,Dessie Solar Center LLC,SUN,Solar,NC,North Carolina,PV,499.1,499.1,megawatthours,megawatthours
2017-12-01,58953,"Rockville Solar II, LLC",SUN,Solar,IN,Indiana,ALL,149.9,149.9,megawatthours,megawatthours
2017-12-01,58953,"Rockville Solar II, LLC",SUN,Solar,IN,Indiana,PV,149.9,149.9,megawatthours,megawatthours
2017-12-01,58954,Intel Folsom Phase 2,SUN,Solar,CA,California,ALL,88.76,88.76,megawatthours,megawatthours
2017-12-01,58954,Intel Folsom Phase 2,SUN,Solar,CA,California,PV,88.76,88.76,megawatthours,megawatthours
2017-12-01,58955,BearPond Solar Center LLC,SUN,Solar,NC,North Carolina,ALL,498.71,498.71,megawatthours,megawatthours
2017-12-01,58955,BearPond Solar Center LLC,SUN,Solar,NC,North Carolina,PV,498.71,498.71,megawatthours,megawatthours
2017-12-01,58639,KRS I Anahola Solar,SUN,Solar,HI,Hawaii,ALL,1314.0,1433.0,megawatthours,megawatthours
2017-12-01,58639,KRS I Anahola Solar,SUN,Solar,HI,Hawaii,PV,1314.0,1433.0,megawatthours,megawatthours
2017-12-01,58640,KRS II Koloa Solar,SUN,Solar,HI,Hawaii,ALL,1472.0,1601.0,megawatthours,megawatthours
2017-12-01,58640,KRS II Koloa Solar,SUN,Solar,HI,Hawaii,PV,1472.0,1601.0,megawatthours,megawatthours
2017-12-01,58642,Tulare 1 and 2,SUN,Solar,CA,California,ALL,295.65,295.65,megawatthours,megawatthours
2017-12-01,58642,Tulare 1 and 2,SUN,Solar,CA,California,PV,295.65,295.65,megawatthours,megawatthours
2017-12-01,58643,Rockford Solar Farm,SUN,Solar,IL,Illinois,ALL,144.7,146.15,megawatthours,megawatthours
2017-12-01,58643,Rockford Solar Farm,SUN,Solar,IL,Illinois,PV,144.7,146.15,megawatthours,megawatthours
2017-12-01,58644,Silver State Solar Power South,SUN,Solar,NV,Nevada,ALL,40730.66,42039.07,megawatthours,megawatthours
2017-12-01,58748,North Bay Solar 1,SUN,Solar,CA,California,ALL,121.92,121.92,megawatthours,megawatthours
2017-12-01,58748,North Bay Solar 1,SUN,Solar,CA,California,PV,121.92,121.92,megawatthours,megawatthours
2017-12-01,58749,Tihonet Solar,SUN,Solar,MA,Massachusetts,ALL,62.27,62.27,megawatthours,megawatthours
2017-12-01,58749,Tihonet Solar,SUN,Solar,MA,Massachusetts,PV,62.27,62.27,megawatthours,megawatthours
2017-12-01,58750,Lancaster Dry Farm Ranch B,SUN,Solar,CA,California,ALL,665.08,668.55,megawatthours,megawatthours
2017-12-01,58750,Lancaster Dry Farm Ranch B,SUN,Solar,CA,California,PV,665.08,668.55,megawatthours,megawatthours
2017-12-01,58751,Rodeo Solar C2,SUN,Solar,CA,California,ALL,195.54,196.58,megawatthours,megawatthours
2017-12-01,58751,Rodeo Solar C2,SUN,Solar,CA,California,PV,195.54,196.58,megawatthours,megawatthours
2017-12-01,58752,Rodeo Solar D2,SUN,Solar,CA,California,ALL,195.8,196.48,megawatthours,megawatthours
2017-12-01,58752,Rodeo Solar D2,SUN,Solar,CA,California,PV,195.8,196.48,megawatthours,megawatthours
2017-11-01,58492,"Ararat Rock Solar, LLC",SUN,Solar,NC,North Carolina,ALL,403.8,406.11,megawatthours,megawatthours
2017-11-01,58492,"Ararat Rock Solar, LLC",SUN,Solar,NC,North Carolina,PV,403.8,406.11,megawatthours,megawatthours
2017-11-01,58493,"Progress Solar 1, LLC",SUN,Solar,NC,North Carolina,ALL,448.29,450.73,megawatthours,megawatthours
2017-11-01,58493,"Progress Solar 1, LLC",SUN,Solar,NC,North Carolina,PV,448.29,450.73,megawatthours,megawatthours
2017-11-01,58494,"Progress Solar II, LLC",SUN,Solar,NC,North Carolina,ALL,433.28,435.99,megawatthours,megawatthours
2017-11-01,58494,"Progress Solar II, LLC",SUN,Solar,NC,North Carolina,PV,433.28,435.99,megawatthours,megawatthours
2017-12-01,58849,Castalia Solar,SUN,Solar,NC,North Carolina,ALL,209.93,210.82,megawatthours,megawatthours
2017-12-01,58849,Castalia Solar,SUN,Solar,NC,North Carolina,PV,209.93,210.82,megawatthours,megawatthours
2017-12-01,58851,Oakboro Farm,SUN,Solar,NC,North Carolina,ALL,541.13,543.24,megawatthours,megawatthours
2017-12-01,58851,Oakboro Farm,SUN,Solar,NC,North Carolina,PV,541.13,543.24,megawatthours,megawatthours
2017-12-01,58853,McKenzie Farm,SUN,Solar,NC,North Carolina,ALL,551.46,553.79,megawatthours,megawatthours
2017-12-01,58853,McKenzie Farm,SUN,Solar,NC,North Carolina,PV,551.46,553.79,megawatthours,megawatthours
2017-12-01,58854,Nash 58 Farm,SUN,Solar,NC,North Carolina,ALL,514.37,516.48,megawatthours,megawatthours
2017-12-01,58854,Nash 58 Farm,SUN,Solar,NC,North Carolina,PV,514.37,516.48,megawatthours,megawatthours
2017-12-01,58855,Nash 64 Farm,SUN,Solar,NC,North Carolina,ALL,430.58,432.36,megawatthours,megawatthours
2017-12-01,58855,Nash 64 Farm,SUN,Solar,NC,North Carolina,PV,430.58,432.36,megawatthours,megawatthours
2017-12-01,58856,Pate Farm,SUN,Solar,NC,North Carolina,ALL,537.74,539.85,megawatthours,megawatthours
