period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,generation,gross-generation,generation-units,gross-generation-units
2017-12-01,60662,Archdiocese of Baltimore J,SUN,Solar,MD,Maryland,PV,199.38,258.9,megawatthours,megawatthours
2017-12-01,60663,Archdiocese of Baltimore L,SUN,Solar,MD,Maryland,ALL,201.38,261.57,megawatthours,megawatthours
2017-12-01,60663,Archdiocese of Baltimore L,SUN,Solar,MD,Maryland,PV,201.38,261.57,megawatthours,megawatthours
2017-12-01,60664,Baltimore City B,SUN,Solar,MD,Maryland,ALL,180.89,234.92,megawatthours,megawatthours
2017-12-01,60664,Baltimore City B,SUN,Solar,MD,Maryland,PV,180.89,234.92,megawatthours,megawatthours
2017-12-01,60665,Baltimore City D,SUN,Solar,MD,Maryland,ALL,183.45,238.25,megawatthours,megawatthours
2017-12-01,60665,Baltimore City D,SUN,Solar,MD,Maryland,PV,183.45,238.25,megawatthours,megawatthours
2017-12-01,59329,City of Soledad Water Reclamation,WND,Wind,CA,California,ALL,56.98,57.12,megawatthours,megawatthours
2017-12-01,59329,City of Soledad Water Reclamation,WND,Wind,CA,California,WT,56.98,57.12,megawatthours,megawatthours
2017-12-01,59330,Taylor Farms,WND,Wind,CA,California,ALL,53.96,53.97,megawatthours,megawatthours
2017-12-01,59330,Taylor Farms,WND,Wind,CA,California,WT,53.96,53.97,megawatthours,megawatthours
2017-12-01,59331,Anheuser-Busch #2,WND,Wind,CA,California,ALL,65.0,69.0,megawatthours,megawatthours
2017-12-01,59331,Anheuser-Busch #2,WND,Wind,CA,California,WT,65.0,69.0,megawatthours,megawatthours
2017-12-01,59332,Mesquite Creek Wind,WND,Wind,TX,Texas,ALL,60074.0,60888.0,megawatthours,megawatthours
2017-12-01,59332,Mesquite Creek Wind,WND,Wind,TX,Texas,WT,60074.0,60888.0,megawatthours,megawatthours
2017-12-01,59333,Faison Solar,SUN,Solar,NC,North Carolina,ALL,55.13,55.13,megawatthours,megawatthours
2017-12-01,59333,Faison Solar,SUN,Solar,NC,North Carolina,PV,55.13,55.13,megawatthours,megawatthours
2017-12-01,59334,"Catalina Solar 2, LLC",SUN,Solar,CA,California,ALL,2870.31,2870.31,megawatthours,megawatthours
2017-12-01,59334,"Catalina Solar 2, LLC",SUN,Solar,CA,California,PV,2870.31,2870.31,megawatthours,megawatthours
2017-12-01,59337,Harrell's Hill Solar Center LLC,SUN,Solar,NC,North Carolina,ALL,539.02,541.13,megawatthours,megawatthours
2017-12-01,59337,Harrell's Hill Solar Center LLC,SUN,Solar,NC,North Carolina,PV,539.02,541.13,megawatthours,megawatthours
2017-12-01,59339,Quinto Solar PV Project,SUN,Solar,CA,California,ALL,14510.59,14657.16,megawatthours,megawatthours
2017-12-01,59339,Quinto Solar PV Project,SUN,Solar,CA,California,PV,14510.59,14657.16,megawatthours,megawatthours
2017-12-01,59523,Five Points Solar Park,SUN,Solar,CA,California,ALL,7719.28,7766.85,megawatthours,megawatthours
2017-12-01,59523,Five Points Solar Park,SUN,Solar,CA,California,PV,7719.28,7766.85,megawatthours,megawatthours
2017-12-01,59526,Whitakers,SUN,Solar,NC,North Carolina,ALL,1550.32,1550.32,megawatthours,megawatthours
2017-12-01,59526,Whitakers,SUN,Solar,NC,North Carolina,PV,1550.32,1550.32,megawatthours,megawatthours
2017-12-01,59527,Kelford,SUN,Solar,NC,North Carolina,ALL,2442.18,2468.22,megawatthours,megawatthours
2017-12-01,59527,Kelford,SUN,Solar,NC,North Carolina,PV,2442.18,2468.22,megawatthours,megawatthours
2017-12-01,59528,NRG Solar Oasis LLC,SUN,Solar,CA,California,ALL,3000.57,3000.57,megawatthours,megawatthours
2017-12-01,59528,NRG Solar Oasis LLC,SUN,Solar,CA,California,PV,3000.57,3000.57,megawatthours,megawatthours
2017-12-01,59530,Pasquotank,SUN,Solar,NC,North Carolina,ALL,2504.31,2508.92,megawatthours,megawatthours
2017-12-01,59771,Jefferson Solar Park,SUN,Solar,WI,Wisconsin,ALL,45.99,45.99,megawatthours,megawatthours
2017-12-01,59771,Jefferson Solar Park,SUN,Solar,WI,Wisconsin,PV,45.99,45.99,megawatthours,megawatthours
2017-12-01,59775,Adams Farm Solar,SUN,Solar,MA,Massachusetts,ALL,138.8,138.8,megawatthours,megawatthours
2017-12-01,59775,Adams Farm Solar,SUN,Solar,MA,Massachusetts,PV,138.8,138.8,megawatthours,megawatthours
2017-12-01,59776,Heartland Community College,WND,Wind,IL,Illinois,ALL,512.21,513.52,megawatthours,megawatthours
2017-12-01,59776,Heartland Community College,WND,Wind,IL,Illinois,WT,512.21,513.52,megawatthours,megawatthours
2017-12-01,59777,RGS-Rutland VNM SREC II Project (MA),SUN,Solar,MA,Massachusetts,ALL,57.21,57.21,megawatthours,megawatthours
2017-12-01,59777,RGS-Rutland VNM SREC II Project (MA),SUN,Solar,MA,Massachusetts,PV,57.21,57.21,megawatthours,megawatthours
2017-12-01,59778,Eden Solar LLC,SUN,Solar,NC,North Carolina,ALL,5163.15,5183.25,megawatthours,megawatthours
2017-12-01,59778,Eden Solar LLC,SUN,Solar,NC,North Carolina,PV,5163.15,5183.25,megawatthours,megawatthours
2017-12-01,59780,New Bedford (MA) Plymouth,SUN,Solar,MA,Massachusetts,ALL,215.98,215.98,megawatthours,megawatthours
2017-12-01,59780,New Bedford (MA) Plymouth,SUN,Solar,MA,Massachusetts,PV,215.98,215.98,megawatthours,megawatthours
2017-12-01,59781,Upper Blackstone (MA) Treasure Valley,SUN,Solar,MA,Massachusetts,ALL,207.4,207.4,megawatthours,megawatthours
2017-12-01,59781,Upper Blackstone (MA) Treasure Valley,SUN,Solar,MA,Massachusetts,PV,207.4,207.4,megawatthours,megawatthours
2017-12-01,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,1737.86,1749.15,megawatthours,megawatthours
2017-12-01,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,ALL,2137.4,2146.66,megawatthours,megawatthours
2017-12-01,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,2137.4,2146.66,megawatthours,megawatthours
2017-12-01,60011,American Falls Solar,SUN,Solar,ID,Idaho,ALL,1988.59,2001.47,megawatthours,megawatthours
2017-12-01,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,1988.59,2001.47,megawatthours,megawatthours
2017-12-01,60012,American Falls Solar II,SUN,Solar,ID,Idaho,ALL,2011.98,2039.8,megawatthours,megawatthours
2017-12-01,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,2011.98,2039.8,megawatthours,megawatthours
2017-12-01,60013,"Grant Wind, LLC",WND,Wind,OK,Oklahoma,ALL,36120.9,36120.9,megawatthours,megawatthours
2017-12-01,60013,"Grant Wind, LLC",WND,Wind,OK,Oklahoma,WT,36120.9,36120.9,megawatthours,megawatthours
2017-12-01,60014,Manatee Solar Energy Center,SUN,Solar,FL,Florida,ALL,12483.0,12524.0,megawatthours,megawatthours
2017-12-01,60014,Manatee Solar Energy Center,SUN,Solar,FL,Florida,PV,12483.0,12524.0,megawatthours,megawatthours
2017-12-01,60015,Findlay Wind Farm,WND,Wind,OH,Ohio,ALL,885.94,885.94,megawatthours,megawatthours
2017-12-01,60015,Findlay Wind Farm,WND,Wind,OH,Ohio,WT,885.94,885.94,megawatthours,megawatthours
2017-12-01,60017,Domino Farms Solar,SUN,Solar,MI,Michigan,ALL,36.0,36.0,megawatthours,megawatthours
2017-12-01,60017,Domino Farms Solar,SUN,Solar,MI,Michigan,PV,36.0,36.0,megawatthours,megawatthours
2017-12-01,60018,Ford World Headquarters,SUN,Solar,MI,Michigan,ALL,14.0,14.0,megawatthours,megawatthours
2017-12-01,60018,Ford World Headquarters,SUN,Solar,MI,Michigan,PV,14.0,14.0,megawatthours,megawatthours
2017-12-01,60019,Greenwood Solar Farm,SUN,Solar,MI,Michigan,ALL,63.0,63.0,megawatthours,megawatthours
2017-12-01,60019,Greenwood Solar Farm,SUN,Solar,MI,Michigan,PV,63.0,63.0,megawatthours,megawatthours
2017-12-01,60242,"Algonquin SKIC 10 Solar, LLC",SUN,Solar,CA,California,ALL,1150.83,1150.83,megawatthours,megawatthours
2017-12-01,60242,"Algonquin SKIC 10 Solar, LLC",SUN,Solar,CA,California,PV,1150.83,1150.83,megawatthours,megawatthours
2017-12-01,60247,Valley View Solar,SUN,Solar,CO,Colorado,ALL,469.61,469.61,megawatthours,megawatthours
2017-12-01,60247,Valley View Solar,SUN,Solar,CO,Colorado,PV,469.61,469.61,megawatthours,megawatthours
2017-12-01,60248,Skylark,SUN,Solar,CO,Colorado,ALL,470.53,470.53,megawatthours,megawatthours
2017-12-01,60248,Skylark,SUN,Solar,CO,Colorado,PV,470.53,470.53,megawatthours,megawatthours
2017-12-01,60251,IMPA Huntingburg Solar Park,SUN,Solar,IN,Indiana,ALL,127.99,129.57,megawatthours,megawatthours
2017-12-01,60251,IMPA Huntingburg Solar Park,SUN,Solar,IN,Indiana,PV,127.99,129.57,megawatthours,megawatthours
2017-12-01,60252,IMPA Washington Solar Park,SUN,Solar,IN,Indiana,ALL,242.35,245.33,megawatthours,megawatthours
2017-12-01,60252,IMPA Washington Solar Park,SUN,Solar,IN,Indiana,PV,242.35,245.33,megawatthours,megawatthours
2017-12-01,60253,IMPA Anderson Solar Park,SUN,Solar,IN,Indiana,ALL,286.89,290.81,megawatthours,megawatthours
2017-12-01,60253,IMPA Anderson Solar Park,SUN,Solar,IN,Indiana,PV,286.89,290.81,megawatthours,megawatthours
2017-12-01,61278,Wilson Solar Farm 5,SUN,Solar,NC,North Carolina,ALL,942.72,946.56,megawatthours,megawatthours
2017-12-01,61278,Wilson Solar Farm 5,SUN,Solar,NC,North Carolina,PV,942.72,946.56,megawatthours,megawatthours
2017-12-01,61279,Wilson Solar Farm 6,SUN,Solar,NC,North Carolina,ALL,947.54,951.29,megawatthours,megawatthours
2017-12-01,61279,Wilson Solar Farm 6,SUN,Solar,NC,North Carolina,PV,947.54,951.29,megawatthours,megawatthours
2017-12-01,61280,Wilson Solar Farm 7,SUN,Solar,NC,North Carolina,ALL,925.86,929.57,megawatthours,megawatthours
2017-12-01,61280,Wilson Solar Farm 7,SUN,Solar,NC,North Carolina,PV,925.86,929.57,megawatthours,megawatthours
2017-12-01,61283,"Bladenboro Solar, LLC",SUN,Solar,NC,North Carolina,ALL,565.17,567.39,megawatthours,megawatthours
2017-12-01,61283,"Bladenboro Solar, LLC",SUN,Solar,NC,North Carolina,PV,565.17,567.39,megawatthours,megawatthours
2017-12-01,61284,"Lux Solar, LLC",SUN,Solar,NC,North Carolina,ALL,222.65,223.81,megawatthours,megawatthours
2017-12-01,61284,"Lux Solar, LLC",SUN,Solar,NC,North Carolina,PV,222.65,223.81,megawatthours,megawatthours
2017-12-01,61288,"Roxboro Solar Farm, LLC",SUN,Solar,NC,North Carolina,ALL,515.37,517.86,megawatthours,megawatthours
2017-12-01,61288,"Roxboro Solar Farm, LLC",SUN,Solar,NC,North Carolina,PV,515.37,517.86,megawatthours,megawatthours
2017-12-01,61289,"River Bend Solar, LLC",SUN,Solar,MT,Montana,ALL,185.52,186.42,megawatthours,megawatthours
2017-12-01,61289,"River Bend Solar, LLC",SUN,Solar,MT,Montana,PV,185.52,186.42,megawatthours,megawatthours
2017-12-01,61290,"South Mills Solar, LLC",SUN,Solar,MT,Montana,ALL,272.35,273.57,megawatthours,megawatthours
2017-12-01,61290,"South Mills Solar, LLC",SUN,Solar,MT,Montana,PV,272.35,273.57,megawatthours,megawatthours
2017-12-01,61291,"Green Meadow Solar, LLC",SUN,Solar,MT,Montana,ALL,278.25,279.4,megawatthours,megawatthours
2017-12-01,61291,"Green Meadow Solar, LLC",SUN,Solar,MT,Montana,PV,278.25,279.4,megawatthours,megawatthours
2017-12-01,61292,Jackson Solar Farm,SUN,Solar,NC,North Carolina,ALL,1000.27,1004.95,megawatthours,megawatthours
2017-12-01,57979,Kingdom Community Wind,WND,Wind,VT,Vermont,ALL,18399.07,18399.07,megawatthours,megawatthours
2017-12-01,57979,Kingdom Community Wind,WND,Wind,VT,Vermont,WT,18399.07,18399.07,megawatthours,megawatthours
2017-12-01,57980,Busch Ranch Wind Energy Farm,WND,Wind,CO,Colorado,ALL,9246.38,9448.68,megawatthours,megawatthours
2017-12-01,57980,Busch Ranch Wind Energy Farm,WND,Wind,CO,Colorado,WT,9246.38,9448.68,megawatthours,megawatthours
2017-12-01,57981,Senate Wind LLC,WND,Wind,TX,Texas,ALL,36854.33,36854.33,megawatthours,megawatthours
2017-12-01,57981,Senate Wind LLC,WND,Wind,TX,Texas,WT,36854.33,36854.33,megawatthours,megawatthours
2017-12-01,57982,Meridian Vineyards,SUN,Solar,CA,California,ALL,91.14,91.14,megawatthours,megawatthours
2017-12-01,57982,Meridian Vineyards,SUN,Solar,CA,California,PV,91.14,91.14,megawatthours,megawatthours
2017-12-01,57983,Stephens Ranch Wind Energy LLC,WND,Wind,TX,Texas,ALL,106180.0,106180.0,megawatthours,megawatthours
2017-12-01,57983,Stephens Ranch Wind Energy LLC,WND,Wind,TX,Texas,WT,106180.0,106180.0,megawatthours,megawatthours
2017-12-01,57984,Lake Winds Energy Park,WND,Wind,MI,Michigan,ALL,27292.34,27292.34,megawatthours,megawatthours
2017-12-01,57984,Lake Winds Energy Park,WND,Wind,MI,Michigan,WT,27292.34,27292.34,megawatthours,megawatthours
2017-12-01,57985,SunE EPE2 LLC,SUN,Solar,NM,New Mexico,ALL,1616.25,1624.19,megawatthours,megawatthours
2017-12-01,57985,SunE EPE2 LLC,SUN,Solar,NM,New Mexico,PV,1616.25,1624.19,megawatthours,megawatthours
2017-12-01,57986,SunE EPE1 LLC,SUN,Solar,NM,New Mexico,ALL,1180.44,1180.44,megawatthours,megawatthours
2017-12-01,57986,SunE EPE1 LLC,SUN,Solar,NM,New Mexico,PV,1180.44,1180.44,megawatthours,megawatthours
2017-12-01,57987,Canadian Hills Wind,WND,Wind,OK,Oklahoma,ALL,91938.0,93873.0,megawatthours,megawatthours
2017-12-01,57987,Canadian Hills Wind,WND,Wind,OK,Oklahoma,WT,91938.0,93873.0,megawatthours,megawatthours
2017-12-01,58149,TA-High Desert LLC,SUN,Solar,CA,California,ALL,2862.75,2862.75,megawatthours,megawatthours
2017-12-01,58149,TA-High Desert LLC,SUN,Solar,CA,California,PV,2862.75,2862.75,megawatthours,megawatthours
2017-12-01,58150,Black Cap Solar Plant,SUN,Solar,OR,Oregon,ALL,205.49,207.05,megawatthours,megawatthours
2017-12-01,58150,Black Cap Solar Plant,SUN,Solar,OR,Oregon,PV,205.49,207.05,megawatthours,megawatthours
2017-12-01,58154,North Sky River Energy LLC,WND,Wind,CA,California,ALL,8421.56,8713.3,megawatthours,megawatthours
2017-12-01,58154,North Sky River Energy LLC,WND,Wind,CA,California,WT,8421.56,8713.3,megawatthours,megawatthours
2017-12-01,58155,Perrin Ranch Wind LLC,WND,Wind,AZ,Arizona,ALL,22924.59,23616.22,megawatthours,megawatthours
2017-12-01,58155,Perrin Ranch Wind LLC,WND,Wind,AZ,Arizona,WT,22924.59,23616.22,megawatthours,megawatthours
2017-12-01,58304,Kingsburg Solar,SUN,Solar,CA,California,ALL,381.24,386.68,megawatthours,megawatthours
2017-12-01,58304,Kingsburg Solar,SUN,Solar,CA,California,PV,381.24,386.68,megawatthours,megawatthours
2017-12-01,58305,PCIP Solar,SUN,Solar,NC,North Carolina,ALL,109.38,110.82,megawatthours,megawatthours
2017-12-01,58305,PCIP Solar,SUN,Solar,NC,North Carolina,PV,109.38,110.82,megawatthours,megawatthours
2017-12-01,58306,Exeter Solar,SUN,Solar,CA,California,ALL,342.28,347.15,megawatthours,megawatthours
2017-12-01,58306,Exeter Solar,SUN,Solar,CA,California,PV,342.28,347.15,megawatthours,megawatthours
2017-12-01,58307,Ivanhoe Solar,SUN,Solar,CA,California,ALL,341.09,346.22,megawatthours,megawatthours
2017-12-01,58307,Ivanhoe Solar,SUN,Solar,CA,California,PV,341.09,346.22,megawatthours,megawatthours
2017-12-01,58308,Lindsay Solar,SUN,Solar,CA,California,ALL,386.11,391.35,megawatthours,megawatthours
2017-12-01,58308,Lindsay Solar,SUN,Solar,CA,California,PV,386.11,391.35,megawatthours,megawatthours
2017-12-01,58309,Porterville Solar,SUN,Solar,CA,California,ALL,347.88,352.95,megawatthours,megawatthours
2017-12-01,58309,Porterville Solar,SUN,Solar,CA,California,PV,347.88,352.95,megawatthours,megawatthours
2017-12-01,58311,Chadbourn Farm,SUN,Solar,NC,North Carolina,ALL,541.79,544.07,megawatthours,megawatthours
2017-12-01,58311,Chadbourn Farm,SUN,Solar,NC,North Carolina,PV,541.79,544.07,megawatthours,megawatthours
2017-12-01,58312,Warrenton Farm,SUN,Solar,NC,North Carolina,ALL,437.69,439.52,megawatthours,megawatthours
2017-12-01,58312,Warrenton Farm,SUN,Solar,NC,North Carolina,PV,437.69,439.52,megawatthours,megawatthours
2017-12-01,58517,Vista Grande HS at Casa Grande,SUN,Solar,AZ,Arizona,ALL,150.42,195.31,megawatthours,megawatthours
2017-12-01,58517,Vista Grande HS at Casa Grande,SUN,Solar,AZ,Arizona,PV,150.42,195.31,megawatthours,megawatthours
2017-12-01,58519,Alethea I,SUN,Solar,NJ,New Jersey,ALL,148.65,150.19,megawatthours,megawatthours
2017-12-01,58519,Alethea I,SUN,Solar,NJ,New Jersey,PV,148.65,150.19,megawatthours,megawatthours
2017-12-01,58520,Otero Solar,SUN,Solar,NM,New Mexico,ALL,964.18,965.52,megawatthours,megawatthours
2017-12-01,58520,Otero Solar,SUN,Solar,NM,New Mexico,PV,964.18,965.52,megawatthours,megawatthours
2017-12-01,58521,Manzano Solar,SUN,Solar,NM,New Mexico,ALL,975.06,979.04,megawatthours,megawatthours
2017-12-01,58521,Manzano Solar,SUN,Solar,NM,New Mexico,PV,975.06,979.04,megawatthours,megawatthours
2017-12-01,58522,Madera Community Hospital,SUN,Solar,CA,California,ALL,110.42,110.42,megawatthours,megawatthours
2017-12-01,58522,Madera Community Hospital,SUN,Solar,CA,California,PV,110.42,110.42,megawatthours,megawatthours
2017-12-01,58524,Neuse River Solar Farm,SUN,Solar,NC,North Carolina,ALL,93.83,93.83,megawatthours,megawatthours
2017-12-01,58524,Neuse River Solar Farm,SUN,Solar,NC,North Carolina,PV,93.83,93.83,megawatthours,megawatthours
2017-12-01,58525,City of Hayward WWTP,SUN,Solar,CA,California,ALL,108.81,113.99,megawatthours,megawatthours
2017-12-01,58525,City of Hayward WWTP,SUN,Solar,CA,California,PV,108.81,113.99,megawatthours,megawatthours
2017-12-01,58527,Crown Cooling Facility,SUN,Solar,CA,California,ALL,63.16,103.42,megawatthours,megawatthours
2017-12-01,60426,RCWD PV Project,SUN,Solar,CA,California,ALL,467.88,467.88,megawatthours,megawatthours
2017-12-01,60426,RCWD PV Project,SUN,Solar,CA,California,PV,467.88,467.88,megawatthours,megawatthours
2017-12-01,60427,CoServ Solar Station,SUN,Solar,TX,Texas,ALL,195.84,195.94,megawatthours,megawatthours
2017-12-01,60427,CoServ Solar Station,SUN,Solar,TX,Texas,PV,195.84,195.94,megawatthours,megawatthours
2017-12-01,60428,CA Dept of Public Health at Richmond,SUN,Solar,CA,California,ALL,223.83,290.73,megawatthours,megawatthours
2017-12-01,60428,CA Dept of Public Health at Richmond,SUN,Solar,CA,California,PV,223.83,290.73,megawatthours,megawatthours
2017-12-01,60431,Tompkins Cortland Community College,SUN,Solar,NY,New York,ALL,104.54,104.54,megawatthours,megawatthours
2017-12-01,60431,Tompkins Cortland Community College,SUN,Solar,NY,New York,PV,104.54,104.54,megawatthours,megawatthours
2017-12-01,60432,Three Peaks Power,SUN,Solar,UT,Utah,ALL,11931.0,12047.0,megawatthours,megawatthours
2017-12-01,60432,Three Peaks Power,SUN,Solar,UT,Utah,PV,11931.0,12047.0,megawatthours,megawatthours
2017-12-01,60435,Crane Solar Facility,SUN,Solar,IN,Indiana,ALL,857.38,857.38,megawatthours,megawatthours
2017-12-01,60435,Crane Solar Facility,SUN,Solar,IN,Indiana,PV,857.38,857.38,megawatthours,megawatthours
2017-12-01,60436,East Pecos Solar,SUN,Solar,TX,Texas,ALL,14979.0,14979.0,megawatthours,megawatthours
2017-12-01,60436,East Pecos Solar,SUN,Solar,TX,Texas,PV,14979.0,14979.0,megawatthours,megawatthours
2017-12-01,60437,Bernards Solar,SUN,Solar,NJ,New Jersey,ALL,186.33,194.09,megawatthours,megawatthours
2017-12-01,60437,Bernards Solar,SUN,Solar,NJ,New Jersey,PV,186.33,194.09,megawatthours,megawatthours
2017-12-01,60438,Whitakers Farm (Fisher Rd),SUN,Solar,NC,North Carolina,ALL,359.85,361.34,megawatthours,megawatthours
2017-12-01,60438,Whitakers Farm (Fisher Rd),SUN,Solar,NC,North Carolina,PV,359.85,361.34,megawatthours,megawatthours
2017-12-01,60666,Baltimore City F,SUN,Solar,MD,Maryland,ALL,177.95,231.09,megawatthours,megawatthours
2017-12-01,60666,Baltimore City F,SUN,Solar,MD,Maryland,PV,177.95,231.09,megawatthours,megawatthours
2017-12-01,60667,Baltimore City G,SUN,Solar,MD,Maryland,ALL,182.5,236.97,megawatthours,megawatthours
2017-12-01,60667,Baltimore City G,SUN,Solar,MD,Maryland,PV,182.5,236.97,megawatthours,megawatthours
2017-12-01,60668,City of Havre De Grace C,SUN,Solar,MD,Maryland,ALL,184.06,253.46,megawatthours,megawatthours
2017-12-01,60668,City of Havre De Grace C,SUN,Solar,MD,Maryland,PV,184.06,253.46,megawatthours,megawatthours
2017-12-01,60669,Sod Run WTP A,SUN,Solar,MD,Maryland,ALL,199.88,259.57,megawatthours,megawatthours
2017-12-01,60669,Sod Run WTP A,SUN,Solar,MD,Maryland,PV,199.88,259.57,megawatthours,megawatthours
2017-12-01,60672,Osborn Wind Energy,WND,Wind,MO,Missouri,ALL,71258.0,72346.0,megawatthours,megawatthours
2017-12-01,60672,Osborn Wind Energy,WND,Wind,MO,Missouri,WT,71258.0,72346.0,megawatthours,megawatthours
2017-12-01,60673,"Nixa Solar, LLC",SUN,Solar,MO,Missouri,ALL,736.78,748.43,megawatthours,megawatthours
2017-12-01,60673,"Nixa Solar, LLC",SUN,Solar,MO,Missouri,PV,736.78,748.43,megawatthours,megawatthours
2017-12-01,60677,Tannery Road Landfill,SUN,Solar,NY,New York,ALL,121.19,121.19,megawatthours,megawatthours
2017-12-01,60677,Tannery Road Landfill,SUN,Solar,NY,New York,PV,121.19,121.19,megawatthours,megawatthours
2017-12-01,60679,Fort Rucker Solar Array,SUN,Solar,AL,Alabama,ALL,1030.03,1030.03,megawatthours,megawatthours
2017-12-01,60679,Fort Rucker Solar Array,SUN,Solar,AL,Alabama,PV,1030.03,1030.03,megawatthours,megawatthours
2017-12-01,60680,ANAD Solar Array,SUN,Solar,AL,Alabama,ALL,808.49,808.49,megawatthours,megawatthours
2017-12-01,60680,ANAD Solar Array,SUN,Solar,AL,Alabama,PV,808.49,808.49,megawatthours,megawatthours
2017-12-01,60682,Pearl Solar,SUN,Solar,TX,Texas,ALL,6292.0,6327.0,megawatthours,megawatthours
2017-12-01,60682,Pearl Solar,SUN,Solar,TX,Texas,PV,6292.0,6327.0,megawatthours,megawatthours
2017-12-01,59358,Devens,SUN,Solar,MA,Massachusetts,ALL,168.62,168.62,megawatthours,megawatthours
2017-12-01,59358,Devens,SUN,Solar,MA,Massachusetts,PV,168.62,168.62,megawatthours,megawatthours
2017-12-01,59359,SCE-Snowline-Duncan Road (North),SUN,Solar,CA,California,ALL,196.58,196.58,megawatthours,megawatthours
2017-12-01,59359,SCE-Snowline-Duncan Road (North),SUN,Solar,CA,California,PV,196.58,196.58,megawatthours,megawatthours
2017-12-01,59360,SCE-Snowline-Duncan Road (South),SUN,Solar,CA,California,ALL,136.74,136.74,megawatthours,megawatthours
2017-12-01,59360,SCE-Snowline-Duncan Road (South),SUN,Solar,CA,California,PV,136.74,136.74,megawatthours,megawatthours
2017-12-01,59361,Browne Solar LLC,SUN,Solar,MA,Massachusetts,ALL,55.72,55.72,megawatthours,megawatthours
2017-12-01,59361,Browne Solar LLC,SUN,Solar,MA,Massachusetts,PV,55.72,55.72,megawatthours,megawatthours
2017-12-01,59362,Indian Hill Solar LLC,SUN,Solar,MA,Massachusetts,ALL,56.49,56.49,megawatthours,megawatthours
2017-12-01,59362,Indian Hill Solar LLC,SUN,Solar,MA,Massachusetts,PV,56.49,56.49,megawatthours,megawatthours
2017-12-01,59363,State Street Solar LLC,SUN,Solar,MA,Massachusetts,ALL,57.47,57.47,megawatthours,megawatthours
2017-12-01,59363,State Street Solar LLC,SUN,Solar,MA,Massachusetts,PV,57.47,57.47,megawatthours,megawatthours
2017-12-01,59364,Plainfield One Solar LLC,SUN,Solar,NJ,New Jersey,ALL,55.34,55.34,megawatthours,megawatthours
2017-12-01,59364,Plainfield One Solar LLC,SUN,Solar,NJ,New Jersey,PV,55.34,55.34,megawatthours,megawatthours
2017-12-01,59365,24 Applegate Solar LLC,SUN,Solar,NJ,New Jersey,ALL,219.47,219.47,megawatthours,megawatthours
2017-12-01,59365,24 Applegate Solar LLC,SUN,Solar,NJ,New Jersey,PV,219.47,219.47,megawatthours,megawatthours
2017-12-01,59366,G&S Wantage Solar LLC,SUN,Solar,NJ,New Jersey,ALL,385.81,385.81,megawatthours,megawatthours
2017-12-01,59366,G&S Wantage Solar LLC,SUN,Solar,NJ,New Jersey,PV,385.81,385.81,megawatthours,megawatthours
2017-12-01,59367,Engelhard Solar LLC,SUN,Solar,NJ,New Jersey,ALL,47.16,47.16,megawatthours,megawatthours
2017-12-01,59367,Engelhard Solar LLC,SUN,Solar,NJ,New Jersey,PV,47.16,47.16,megawatthours,megawatthours
2017-12-01,59368,Westborough Solar LLC,SUN,Solar,MA,Massachusetts,ALL,89.81,89.81,megawatthours,megawatthours
2017-12-01,59368,Westborough Solar LLC,SUN,Solar,MA,Massachusetts,PV,89.81,89.81,megawatthours,megawatthours
2017-12-01,59369,Lakewood Seven Solar LLC,SUN,Solar,NJ,New Jersey,ALL,45.2,45.2,megawatthours,megawatthours
2017-12-01,59369,Lakewood Seven Solar LLC,SUN,Solar,NJ,New Jersey,PV,45.2,45.2,megawatthours,megawatthours
2017-12-01,59370,4 Applegate Solar LLC,SUN,Solar,NJ,New Jersey,ALL,80.54,80.54,megawatthours,megawatthours
2017-12-01,59370,4 Applegate Solar LLC,SUN,Solar,NJ,New Jersey,PV,80.54,80.54,megawatthours,megawatthours
2017-12-01,59371,12 Applegate Solar LLC,SUN,Solar,NJ,New Jersey,ALL,94.98,94.98,megawatthours,megawatthours
2017-12-01,59371,12 Applegate Solar LLC,SUN,Solar,NJ,New Jersey,PV,94.98,94.98,megawatthours,megawatthours
2017-12-01,59530,Pasquotank,SUN,Solar,NC,North Carolina,PV,2504.31,2508.92,megawatthours,megawatthours
2017-12-01,59532,Springbok Solar Farm 1,SUN,Solar,CA,California,ALL,15504.78,15700.12,megawatthours,megawatthours
2017-12-01,59532,Springbok Solar Farm 1,SUN,Solar,CA,California,PV,15504.78,15700.12,megawatthours,megawatthours
2017-12-01,59533,Princeton,SUN,Solar,NC,North Carolina,ALL,145.92,145.92,megawatthours,megawatthours
2017-12-01,59533,Princeton,SUN,Solar,NC,North Carolina,PV,145.92,145.92,megawatthours,megawatthours
2017-12-01,59534,4Oaks,SUN,Solar,NC,North Carolina,ALL,152.52,152.52,megawatthours,megawatthours
2017-12-01,59534,4Oaks,SUN,Solar,NC,North Carolina,PV,152.52,152.52,megawatthours,megawatthours
2017-12-01,59535,SR Hazlehurst,SUN,Solar,GA,Georgia,ALL,1689.11,1689.11,megawatthours,megawatthours
