period,respondent,respondent-name,fueltype,type-name,timezone,timezone-description,value,value-units
2022-10-24,FLA,Florida,SUN,Solar,Eastern,Eastern,32865,megawatthours
2022-10-24,CAL,California,SUN,Solar,Central,Central,107277,megawatthours
2022-10-24,CENT,Central,SUN,Solar,Central,Central,728,megawatthours
2022-10-23,US48,United States Lower 48,SUN,Solar,Mountain,Mountain,286793,megawatthours
2022-10-26,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Eastern,Eastern,1016,megawatthours
2022-10-26,NWMT,NorthWestern Corporation,SUN,Solar,Central,Central,62,megawatthours
2022-10-26,IPCO,Idaho Power Company,SUN,Solar,Eastern,Eastern,1050,megawatthours
2022-10-25,NE,New England,SUN,Solar,Arizona,Arizona,1024,megawatthours
2022-10-26,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Mountain,Mountain,1046,megawatthours
2022-10-25,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Central,Central,4905,megawatthours
2022-10-26,CAL,California,SUN,Solar,Arizona,Arizona,98887,megawatthours
2022-10-25,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Central,Central,5992,megawatthours
2022-10-26,NEVP,Nevada Power Company,SUN,Solar,Pacific,Pacific,15017,megawatthours
2022-10-25,NYIS,New York Independent System Operator,SUN,Solar,Central,Central,0,megawatthours
2022-10-26,SW,Southwest,SUN,Solar,Central,Central,16766,megawatthours
2022-10-26,EPE,El Paso Electric Company,SUN,Solar,Mountain,Mountain,815,megawatthours
2022-10-26,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Central,Central,1016,megawatthours
2022-10-26,BANC,Balancing Authority of Northern California,SUN,Solar,Eastern,Eastern,1291,megawatthours
2022-10-26,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Pacific,Pacific,1556,megawatthours
2022-10-25,NE,New England,SUN,Solar,Pacific,Pacific,1024,megawatthours
2022-10-28,PJM,"PJM Interconnection, LLC",SUN,Solar,Arizona,Arizona,12452,megawatthours
2022-10-28,SEC,Seminole Electric Cooperative,SUN,Solar,Central,Central,10,megawatthours
2022-10-28,DUK,Duke Energy Carolinas,SUN,Solar,Pacific,Pacific,4755,megawatthours
2022-10-28,NE,New England,SUN,Solar,Arizona,Arizona,2786,megawatthours
2022-10-28,TEN,Tennessee,SUN,Solar,Arizona,Arizona,3676,megawatthours
2022-10-29,BANC,Balancing Authority of Northern California,SUN,Solar,Eastern,Eastern,1177,megawatthours
2022-10-29,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Arizona,Arizona,7445,megawatthours
2022-10-28,NW,Northwest,SUN,Solar,Arizona,Arizona,38958,megawatthours
2022-10-28,TEX,Texas,SUN,Solar,Mountain,Mountain,31218,megawatthours
2022-10-29,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Mountain,Mountain,41,megawatthours
2022-10-28,CENT,Central,SUN,Solar,Pacific,Pacific,1296,megawatthours
2022-10-29,TVA,Tennessee Valley Authority,SUN,Solar,Eastern,Eastern,2800,megawatthours
2022-10-28,FPL,Florida Power & Light Co.,SUN,Solar,Mountain,Mountain,19028,megawatthours
2022-10-29,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Eastern,Eastern,0,megawatthours
2022-10-29,BANC,Balancing Authority of Northern California,SUN,Solar,Central,Central,1177,megawatthours
2022-10-29,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Mountain,Mountain,952,megawatthours
2022-10-28,JEA,JEA,SUN,Solar,Central,Central,38,megawatthours
2022-10-28,NYIS,New York Independent System Operator,SUN,Solar,Arizona,Arizona,0,megawatthours
2022-10-29,AVA,Avista Corporation,SUN,Solar,Eastern,Eastern,89,megawatthours
2022-10-29,NW,Northwest,SUN,Solar,Mountain,Mountain,36662,megawatthours
2022-10-29,IPCO,Idaho Power Company,SUN,Solar,Central,Central,1333,megawatthours
2022-10-28,FLA,Florida,SUN,Solar,Arizona,Arizona,27017,megawatthours
2022-10-29,SE,Southeast,SUN,Solar,Eastern,Eastern,3465,megawatthours
2022-10-28,NW,Northwest,SUN,Solar,Pacific,Pacific,38958,megawatthours
2022-10-24,TEX,Texas,SUN,Solar,Central,Central,43676,megawatthours
2022-10-23,FLA,Florida,SUN,Solar,Central,Central,49188,megawatthours
2022-10-24,PNM,Public Service Company of New Mexico,SUN,Solar,Arizona,Arizona,2517,megawatthours
2022-10-24,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Central,Central,1063,megawatthours
2022-10-24,SE,Southeast,SUN,Solar,Eastern,Eastern,9552,megawatthours
2022-10-24,PSCO,Public Service Company of Colorado,SUN,Solar,Mountain,Mountain,3846,megawatthours
2022-10-24,IPCO,Idaho Power Company,SUN,Solar,Mountain,Mountain,808,megawatthours
2022-10-23,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Pacific,Pacific,71,megawatthours
2022-10-23,NY,New York,SUN,Solar,Mountain,Mountain,0,megawatthours
2022-10-24,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Arizona,Arizona,32,megawatthours
2022-10-24,CAL,California,SUN,Solar,Mountain,Mountain,107282,megawatthours
2022-10-23,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Mountain,Mountain,6638,megawatthours
2022-10-24,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1381,megawatthours
2022-10-24,US48,United States Lower 48,SUN,Solar,Eastern,Eastern,301058,megawatthours
2022-10-25,CAR,Carolinas,SUN,Solar,Arizona,Arizona,24137,megawatthours
2022-10-26,SE,Southeast,SUN,Solar,Central,Central,9188,megawatthours
2022-10-26,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Arizona,Arizona,7233,megawatthours
2022-10-25,US48,United States Lower 48,SUN,Solar,Arizona,Arizona,323557,megawatthours
2022-10-26,TEPC,Tucson Electric Power,SUN,Solar,Pacific,Pacific,2978,megawatthours
2022-10-25,FLA,Florida,SUN,Solar,Arizona,Arizona,32543,megawatthours
2022-10-26,US48,United States Lower 48,SUN,Solar,Eastern,Eastern,303054,megawatthours
2022-10-25,JEA,JEA,SUN,Solar,Central,Central,233,megawatthours
2022-10-26,AZPS,Arizona Public Service Company,SUN,Solar,Pacific,Pacific,4701,megawatthours
2022-10-25,MIDW,Midwest,SUN,Solar,Pacific,Pacific,5804,megawatthours
2022-10-26,NYIS,New York Independent System Operator,SUN,Solar,Eastern,Eastern,0,megawatthours
2022-10-26,SW,Southwest,SUN,Solar,Arizona,Arizona,16762,megawatthours
2022-10-26,PNM,Public Service Company of New Mexico,SUN,Solar,Central,Central,3461,megawatthours
2022-10-25,JEA,JEA,SUN,Solar,Arizona,Arizona,233,megawatthours
2022-10-26,IID,Imperial Irrigation District,SUN,Solar,Central,Central,3794,megawatthours
2022-10-29,FLA,Florida,SUN,Solar,Eastern,Eastern,19531,megawatthours
2022-10-28,SC,South Carolina Public Service Authority,SUN,Solar,Arizona,Arizona,417,megawatthours
2022-10-28,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Mountain,Mountain,14800,megawatthours
2022-10-28,TEN,Tennessee,SUN,Solar,Mountain,Mountain,3673,megawatthours
2022-10-29,SC,South Carolina Public Service Authority,SUN,Solar,Eastern,Eastern,96,megawatthours
2022-10-28,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Pacific,Pacific,4965,megawatthours
2022-10-29,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Eastern,Eastern,60,megawatthours
2022-10-29,NEVP,Nevada Power Company,SUN,Solar,Arizona,Arizona,14919,megawatthours
2022-10-29,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Eastern,Eastern,12424,megawatthours
2022-10-29,DUK,Duke Energy Carolinas,SUN,Solar,Eastern,Eastern,2655,megawatthours
2022-10-29,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Eastern,Eastern,2035,megawatthours
2022-10-29,JEA,JEA,SUN,Solar,Eastern,Eastern,22,megawatthours
2022-10-28,MIDW,Midwest,SUN,Solar,Arizona,Arizona,14863,megawatthours
2022-10-28,SEC,Seminole Electric Cooperative,SUN,Solar,Arizona,Arizona,10,megawatthours
2022-10-29,SWPP,Southwest Power Pool,SUN,Solar,Central,Central,1466,megawatthours
2022-10-29,AVA,Avista Corporation,SUN,Solar,Central,Central,89,megawatthours
2022-10-28,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Arizona,Arizona,14799,megawatthours
2022-10-29,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Eastern,Eastern,3465,megawatthours
2022-10-29,CPLW,Duke Energy Progress West,SUN,Solar,Eastern,Eastern,106,megawatthours
2022-10-29,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Pacific,Pacific,952,megawatthours
2022-10-29,PACW,PacifiCorp West,SUN,Solar,Central,Central,1642,megawatthours
2022-10-23,US48,United States Lower 48,SUN,Solar,Pacific,Pacific,286734,megawatthours
2022-10-24,SWPP,Southwest Power Pool,SUN,Solar,Eastern,Eastern,728,megawatthours
2022-10-24,AVA,Avista Corporation,SUN,Solar,Arizona,Arizona,41,megawatthours
2022-10-23,TEX,Texas,SUN,Solar,Arizona,Arizona,33951,megawatthours
2022-10-23,US48,United States Lower 48,SUN,Solar,Arizona,Arizona,286734,megawatthours
2022-10-24,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Eastern,Eastern,1063,megawatthours
2022-10-24,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Arizona,Arizona,956,megawatthours
2022-10-24,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Pacific,Pacific,956,megawatthours
2022-10-23,CAR,Carolinas,SUN,Solar,Pacific,Pacific,27807,megawatthours
2022-10-23,SEC,Seminole Electric Cooperative,SUN,Solar,Arizona,Arizona,5,megawatthours
2022-10-24,PACE,PacifiCorp East,SUN,Solar,Central,Central,11877,megawatthours
2022-10-24,ISNE,ISO New England,SUN,Solar,Eastern,Eastern,380,megawatthours
2022-10-25,NW,Northwest,SUN,Solar,Arizona,Arizona,33701,megawatthours
2022-10-25,SE,Southeast,SUN,Solar,Arizona,Arizona,7937,megawatthours
2022-10-26,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Central,Central,1556,megawatthours
2022-10-25,MIDW,Midwest,SUN,Solar,Mountain,Mountain,5804,megawatthours
2022-10-25,NY,New York,SUN,Solar,Arizona,Arizona,0,megawatthours
2022-10-26,BPAT,Bonneville Power Administration,SUN,Solar,Pacific,Pacific,544,megawatthours
2022-10-25,CENT,Central,SUN,Solar,Arizona,Arizona,1551,megawatthours
2022-10-25,TEX,Texas,SUN,Solar,Pacific,Pacific,86890,megawatthours
2022-10-26,AVA,Avista Corporation,SUN,Solar,Eastern,Eastern,97,megawatthours
2022-10-25,CAR,Carolinas,SUN,Solar,Central,Central,24140,megawatthours
2022-10-26,SWPP,Southwest Power Pool,SUN,Solar,Eastern,Eastern,1213,megawatthours
2022-10-29,SEC,Seminole Electric Cooperative,SUN,Solar,Eastern,Eastern,6,megawatthours
2022-10-29,MIDA,Mid-Atlantic,SUN,Solar,Eastern,Eastern,15568,megawatthours
2022-10-29,PACE,PacifiCorp East,SUN,Solar,Central,Central,9606,megawatthours
2022-10-29,AZPS,Arizona Public Service Company,SUN,Solar,Pacific,Pacific,3980,megawatthours
2022-10-29,NE,New England,SUN,Solar,Eastern,Eastern,3108,megawatthours
2022-10-28,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Pacific,Pacific,31218,megawatthours
2022-10-29,CISO,California Independent System Operator,SUN,Solar,Mountain,Mountain,94096,megawatthours
2022-10-29,PJM,"PJM Interconnection, LLC",SUN,Solar,Eastern,Eastern,15568,megawatthours
2022-10-28,TAL,City of Tallahassee,SUN,Solar,Mountain,Mountain,258,megawatthours
2022-10-29,IID,Imperial Irrigation District,SUN,Solar,Mountain,Mountain,3867,megawatthours
2022-10-28,TEX,Texas,SUN,Solar,Arizona,Arizona,31218,megawatthours
2022-10-29,PNM,Public Service Company of New Mexico,SUN,Solar,Arizona,Arizona,3369,megawatthours
2022-10-28,ISNE,ISO New England,SUN,Solar,Pacific,Pacific,2786,megawatthours
2022-10-28,CPLE,Duke Energy Progress East,SUN,Solar,Pacific,Pacific,7703,megawatthours
2022-10-29,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Eastern,Eastern,7445,megawatthours
2022-10-29,CAR,Carolinas,SUN,Solar,Eastern,Eastern,10163,megawatthours
2022-10-28,FPL,Florida Power & Light Co.,SUN,Solar,Arizona,Arizona,19078,megawatthours
2022-10-29,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Eastern,Eastern,1075,megawatthours
2022-10-29,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Central,Central,952,megawatthours
2022-10-28,CPLW,Duke Energy Progress West,SUN,Solar,Central,Central,0,megawatthours
2022-10-28,DUK,Duke Energy Carolinas,SUN,Solar,Mountain,Mountain,4755,megawatthours
2022-10-29,NEVP,Nevada Power Company,SUN,Solar,Central,Central,14948,megawatthours
2022-10-29,IPCO,Idaho Power Company,SUN,Solar,Eastern,Eastern,1333,megawatthours
2022-10-28,FLA,Florida,SUN,Solar,Mountain,Mountain,26967,megawatthours
2022-10-28,TEC,Tampa Electric Company,SUN,Solar,Mountain,Mountain,3762,megawatthours
2022-10-28,CAR,Carolinas,SUN,Solar,Arizona,Arizona,17840,megawatthours
2022-10-28,NE,New England,SUN,Solar,Mountain,Mountain,2784,megawatthours
2022-10-28,US48,United States Lower 48,SUN,Solar,Arizona,Arizona,274298,megawatthours
2022-10-28,NE,New England,SUN,Solar,Central,Central,2782,megawatthours
2022-10-29,EPE,El Paso Electric Company,SUN,Solar,Eastern,Eastern,807,megawatthours
2022-10-29,BPAT,Bonneville Power Administration,SUN,Solar,Eastern,Eastern,828,megawatthours
2022-10-29,TEPC,Tucson Electric Power,SUN,Solar,Arizona,Arizona,2957,megawatthours
2022-10-29,TAL,City of Tallahassee,SUN,Solar,Eastern,Eastern,65,megawatthours
2022-10-24,NEVP,Nevada Power Company,SUN,Solar,Eastern,Eastern,15793,megawatthours
2022-10-23,NYIS,New York Independent System Operator,SUN,Solar,Mountain,Mountain,0,megawatthours
2022-10-23,CPLW,Duke Energy Progress West,SUN,Solar,Central,Central,0,megawatthours
2022-10-24,NEVP,Nevada Power Company,SUN,Solar,Central,Central,15834,megawatthours
2022-10-24,PNM,Public Service Company of New Mexico,SUN,Solar,Pacific,Pacific,2517,megawatthours
2022-10-24,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Arizona,Arizona,1063,megawatthours
2022-10-23,SEC,Seminole Electric Cooperative,SUN,Solar,Mountain,Mountain,5,megawatthours
2022-10-24,EPE,El Paso Electric Company,SUN,Solar,Arizona,Arizona,651,megawatthours
2022-10-24,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Eastern,Eastern,5176,megawatthours
2022-10-24,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Central,Central,43676,megawatthours
2022-10-23,SE,Southeast,SUN,Solar,Mountain,Mountain,9908,megawatthours
2022-10-23,JEA,JEA,SUN,Solar,Mountain,Mountain,225,megawatthours
2022-10-24,NEVP,Nevada Power Company,SUN,Solar,Pacific,Pacific,15916,megawatthours
2022-10-23,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Arizona,Arizona,5651,megawatthours
2022-10-24,IID,Imperial Irrigation District,SUN,Solar,Arizona,Arizona,4078,megawatthours
2022-10-23,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Pacific,Pacific,9908,megawatthours
2022-10-23,CENT,Central,SUN,Solar,Pacific,Pacific,487,megawatthours
2022-10-24,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Pacific,Pacific,1673,megawatthours
2022-10-24,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Arizona,Arizona,8079,megawatthours
2022-10-26,TEPC,Tucson Electric Power,SUN,Solar,Central,Central,2978,megawatthours
2022-10-25,TAL,City of Tallahassee,SUN,Solar,Arizona,Arizona,254,megawatthours
2022-10-25,FPL,Florida Power & Light Co.,SUN,Solar,Mountain,Mountain,22585,megawatthours
2022-10-25,US48,United States Lower 48,SUN,Solar,Pacific,Pacific,323557,megawatthours
2022-10-26,PACW,PacifiCorp West,SUN,Solar,Eastern,Eastern,1629,megawatthours
2022-10-26,AVA,Avista Corporation,SUN,Solar,Pacific,Pacific,97,megawatthours
2022-10-26,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Central,Central,78424,megawatthours
2022-10-26,TEN,Tennessee,SUN,Solar,Central,Central,2299,megawatthours
2022-10-26,IPCO,Idaho Power Company,SUN,Solar,Central,Central,1050,megawatthours
2022-10-25,DUK,Duke Energy Carolinas,SUN,Solar,Mountain,Mountain,5960,megawatthours
2022-10-28,CPLW,Duke Energy Progress West,SUN,Solar,Arizona,Arizona,0,megawatthours
2022-10-28,TEX,Texas,SUN,Solar,Pacific,Pacific,31218,megawatthours
2022-10-28,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Arizona,Arizona,7718,megawatthours
2022-10-28,TAL,City of Tallahassee,SUN,Solar,Arizona,Arizona,258,megawatthours
2022-10-28,US48,United States Lower 48,SUN,Solar,Pacific,Pacific,274298,megawatthours
2022-10-29,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Arizona,Arizona,1591,megawatthours
2022-10-29,IPCO,Idaho Power Company,SUN,Solar,Arizona,Arizona,1333,megawatthours
2022-10-28,NE,New England,SUN,Solar,Pacific,Pacific,2786,megawatthours
2022-10-28,SEC,Seminole Electric Cooperative,SUN,Solar,Pacific,Pacific,10,megawatthours
2022-10-28,MIDW,Midwest,SUN,Solar,Mountain,Mountain,14864,megawatthours
2022-10-28,NWMT,NorthWestern Corporation,SUN,Solar,Arizona,Arizona,49,megawatthours
2022-10-29,US48,United States Lower 48,SUN,Solar,Eastern,Eastern,292314,megawatthours
2022-10-29,IPCO,Idaho Power Company,SUN,Solar,Pacific,Pacific,1333,megawatthours
2022-10-28,CPLE,Duke Energy Progress East,SUN,Solar,Mountain,Mountain,7701,megawatthours
2022-10-29,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Arizona,Arizona,41,megawatthours
2022-10-29,PACE,PacifiCorp East,SUN,Solar,Mountain,Mountain,9606,megawatthours
2022-10-29,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Pacific,Pacific,3200,megawatthours
2022-10-28,NYIS,New York Independent System Operator,SUN,Solar,Central,Central,0,megawatthours
2022-10-29,AZPS,Arizona Public Service Company,SUN,Solar,Mountain,Mountain,3995,megawatthours
2022-10-28,FMPP,Florida Municipal Power Pool,SUN,Solar,Mountain,Mountain,616,megawatthours
2022-10-28,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Arizona,Arizona,4965,megawatthours
2022-10-28,TAL,City of Tallahassee,SUN,Solar,Central,Central,258,megawatthours
2022-10-29,CISO,California Independent System Operator,SUN,Solar,Pacific,Pacific,94096,megawatthours
2022-10-28,FPL,Florida Power & Light Co.,SUN,Solar,Pacific,Pacific,19078,megawatthours
2022-10-29,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Central,Central,60,megawatthours
2022-10-29,TEPC,Tucson Electric Power,SUN,Solar,Pacific,Pacific,2957,megawatthours
2022-10-29,TEN,Tennessee,SUN,Solar,Eastern,Eastern,2800,megawatthours
2022-10-29,EPE,El Paso Electric Company,SUN,Solar,Arizona,Arizona,807,megawatthours
2022-10-23,JEA,JEA,SUN,Solar,Central,Central,225,megawatthours
2022-10-23,MIDA,Mid-Atlantic,SUN,Solar,Pacific,Pacific,9479,megawatthours
2022-10-24,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Eastern,Eastern,6517,megawatthours
2022-10-24,CISO,California Independent System Operator,SUN,Solar,Arizona,Arizona,93749,megawatthours
2022-10-24,SEC,Seminole Electric Cooperative,SUN,Solar,Eastern,Eastern,10,megawatthours
2022-10-24,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Pacific,Pacific,3430,megawatthours
2022-10-24,AZPS,Arizona Public Service Company,SUN,Solar,Pacific,Pacific,4789,megawatthours
2022-10-23,TEX,Texas,SUN,Solar,Pacific,Pacific,33951,megawatthours
2022-10-24,CPLW,Duke Energy Progress West,SUN,Solar,Eastern,Eastern,0,megawatthours
2022-10-23,TEC,Tampa Electric Company,SUN,Solar,Arizona,Arizona,4591,megawatthours
2022-10-25,CPLW,Duke Energy Progress West,SUN,Solar,Mountain,Mountain,0,megawatthours
2022-10-26,BPAT,Bonneville Power Administration,SUN,Solar,Central,Central,543,megawatthours
2022-10-25,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Mountain,Mountain,7937,megawatthours
2022-10-26,PACW,PacifiCorp West,SUN,Solar,Arizona,Arizona,1629,megawatthours
2022-10-26,CISO,California Independent System Operator,SUN,Solar,Mountain,Mountain,86569,megawatthours
2022-10-25,NWMT,NorthWestern Corporation,SUN,Solar,Arizona,Arizona,67,megawatthours
2022-10-26,CPLE,Duke Energy Progress East,SUN,Solar,Eastern,Eastern,7022,megawatthours
2022-10-26,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Mountain,Mountain,7233,megawatthours
2022-10-25,TEN,Tennessee,SUN,Solar,Arizona,Arizona,1177,megawatthours
2022-10-26,PNM,Public Service Company of New Mexico,SUN,Solar,Eastern,Eastern,3461,megawatthours
2022-10-26,CAL,California,SUN,Solar,Mountain,Mountain,98887,megawatthours
2022-10-25,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Mountain,Mountain,37,megawatthours
2022-10-26,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Eastern,Eastern,1556,megawatthours
2022-10-26,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Mountain,Mountain,48,megawatthours
2022-10-25,DUK,Duke Energy Carolinas,SUN,Solar,Central,Central,5960,megawatthours
2022-10-28,CENT,Central,SUN,Solar,Mountain,Mountain,1296,megawatthours
2022-10-29,PSCO,Public Service Company of Colorado,SUN,Solar,Central,Central,6022,megawatthours
2022-10-29,PNM,Public Service Company of New Mexico,SUN,Solar,Eastern,Eastern,3370,megawatthours
2022-10-28,SC,South Carolina Public Service Authority,SUN,Solar,Mountain,Mountain,417,megawatthours
2022-10-29,IID,Imperial Irrigation District,SUN,Solar,Eastern,Eastern,3867,megawatthours
2022-10-29,PNM,Public Service Company of New Mexico,SUN,Solar,Pacific,Pacific,3369,megawatthours
2022-10-29,NW,Northwest,SUN,Solar,Central,Central,36676,megawatthours
2022-10-28,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Arizona,Arizona,3255,megawatthours
2022-10-28,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Mountain,Mountain,4965,megawatthours
2022-10-28,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Pacific,Pacific,7718,megawatthours
2022-10-28,NYIS,New York Independent System Operator,SUN,Solar,Pacific,Pacific,0,megawatthours
2022-10-29,AVA,Avista Corporation,SUN,Solar,Arizona,Arizona,89,megawatthours
2022-10-29,BANC,Balancing Authority of Northern California,SUN,Solar,Arizona,Arizona,1177,megawatthours
2022-10-28,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Pacific,Pacific,3255,megawatthours
2022-10-29,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Mountain,Mountain,1146,megawatthours
2022-10-23,MIDW,Midwest,SUN,Solar,Pacific,Pacific,13083,megawatthours
2022-10-24,NE,New England,SUN,Solar,Eastern,Eastern,380,megawatthours
2022-10-23,FMPP,Florida Municipal Power Pool,SUN,Solar,Central,Central,1329,megawatthours
2022-10-24,CENT,Central,SUN,Solar,Eastern,Eastern,728,megawatthours
2022-10-24,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Central,Central,8079,megawatthours
2022-10-23,SWPP,Southwest Power Pool,SUN,Solar,Pacific,Pacific,487,megawatthours
2022-10-24,BPAT,Bonneville Power Administration,SUN,Solar,Central,Central,274,megawatthours
2022-10-23,FMPP,Florida Municipal Power Pool,SUN,Solar,Arizona,Arizona,1329,megawatthours
2022-10-24,AVA,Avista Corporation,SUN,Solar,Eastern,Eastern,41,megawatthours
2022-10-23,FPL,Florida Power & Light Co.,SUN,Solar,Arizona,Arizona,36964,megawatthours
2022-10-24,TEC,Tampa Electric Company,SUN,Solar,Eastern,Eastern,3823,megawatthours
2022-10-23,ISNE,ISO New England,SUN,Solar,Central,Central,1093,megawatthours
2022-10-26,AVA,Avista Corporation,SUN,Solar,Arizona,Arizona,97,megawatthours
2022-10-26,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Pacific,Pacific,1046,megawatthours
2022-10-25,TVA,Tennessee Valley Authority,SUN,Solar,Mountain,Mountain,1179,megawatthours
2022-10-25,TAL,City of Tallahassee,SUN,Solar,Central,Central,254,megawatthours
2022-10-25,FLA,Florida,SUN,Solar,Central,Central,32693,megawatthours
2022-10-26,NW,Northwest,SUN,Solar,Mountain,Mountain,32416,megawatthours
2022-10-26,SE,Southeast,SUN,Solar,Eastern,Eastern,9186,megawatthours
2022-10-25,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Pacific,Pacific,37,megawatthours
2022-10-26,TVA,Tennessee Valley Authority,SUN,Solar,Central,Central,2299,megawatthours
2022-10-25,SWPP,Southwest Power Pool,SUN,Solar,Mountain,Mountain,1551,megawatthours
2022-10-26,PNM,Public Service Company of New Mexico,SUN,Solar,Arizona,Arizona,3462,megawatthours
2022-10-26,EPE,El Paso Electric Company,SUN,Solar,Arizona,Arizona,815,megawatthours
2022-10-26,PACE,PacifiCorp East,SUN,Solar,Eastern,Eastern,7949,megawatthours
2022-10-26,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Eastern,Eastern,4190,megawatthours
2022-10-25,PJM,"PJM Interconnection, LLC",SUN,Solar,Central,Central,7013,megawatthours
2022-10-26,BPAT,Bonneville Power Administration,SUN,Solar,Eastern,Eastern,544,megawatthours
2022-10-26,NW,Northwest,SUN,Solar,Central,Central,32419,megawatthours
2022-10-26,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Arizona,Arizona,48,megawatthours
2022-10-26,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Eastern,Eastern,3250,megawatthours
2022-10-25,NWMT,NorthWestern Corporation,SUN,Solar,Pacific,Pacific,67,megawatthours
2022-10-28,SWPP,Southwest Power Pool,SUN,Solar,Mountain,Mountain,1296,megawatthours
2022-10-28,PSCO,Public Service Company of Colorado,SUN,Solar,Pacific,Pacific,6114,megawatthours
2022-10-29,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Eastern,Eastern,3200,megawatthours
2022-10-28,PACE,PacifiCorp East,SUN,Solar,Pacific,Pacific,12049,megawatthours
2022-10-29,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Eastern,Eastern,64524,megawatthours
2022-10-28,PSCO,Public Service Company of Colorado,SUN,Solar,Arizona,Arizona,6114,megawatthours
2022-10-29,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Arizona,Arizona,3200,megawatthours
2022-10-29,NY,New York,SUN,Solar,Eastern,Eastern,0,megawatthours
2022-10-28,FMPP,Florida Municipal Power Pool,SUN,Solar,Pacific,Pacific,616,megawatthours
2022-10-29,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Central,Central,3466,megawatthours
2022-10-28,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Mountain,Mountain,64,megawatthours
